,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,return_on_investment,year,movie_id,primary_title,original_title,runtime_minutes,genres,averagerating,numvotes,runtime,Horror
357,92,2013-12-18,Anchorman 2: The Legend Continues,50000000,127352707,172185754,3.44371508,2013,tt1229340,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,119.0,Comedy,6.3,156116,over,False
358,93,2011-06-10,Super 8,50000000,127004179,257972745,5.1594549,2011,tt1650062,Super 8,Super 8,112.0,"Mystery,Sci-Fi,Thriller",7.0,320575,sweet spot,False
359,96,2018-11-21,Creed II,50000000,115715889,213591522,4.27183044,2018,tt6343314,Creed II,Creed II,130.0,"Drama,Sport",7.2,72503,over,False
360,97,2018-02-09,Peter Rabbit,50000000,115234093,347136477,6.94272954,2018,tt5117670,Peter Rabbit,Peter Rabbit,95.0,"Adventure,Animation,Comedy",6.6,27908,sweet spot,False
361,100,2018-12-14,The Mule,50000000,103804407,170857676,3.41715352,2018,tt0804509,The Mule,La mula,100.0,"Comedy,Drama",6.2,653,sweet spot,False
362,2,2014-02-28,Non-Stop,50000000,91742160,222383055,4.4476611,2014,tt2024469,Non-Stop,Non-Stop,106.0,"Action,Mystery,Thriller",7.0,234717,sweet spot,False
363,7,2017-07-28,The Emoji Movie,50000000,86089513,216562312,4.33124624,2017,tt4877122,The Emoji Movie,The Emoji Movie,86.0,"Adventure,Animation,Comedy",3.2,47294,under,False
364,9,2017-12-22,The Post,50000000,81903458,179748880,3.5949776,2017,tt6294822,The Post,The Post,116.0,"Biography,Drama,History",7.2,108017,over,False
365,14,2011-12-23,We Bought a Zoo,50000000,75624550,118729073,2.37458146,2011,tt1389137,We Bought a Zoo,We Bought a Zoo,124.0,"Comedy,Drama,Family",7.1,126849,over,False
366,15,2011-09-23,Moneyball,50000000,75605492,111300835,2.2260167,2011,tt1210166,Moneyball,Moneyball,133.0,"Biography,Drama,Sport",7.6,326657,over,False
367,26,2012-04-06,American Reunion,50000000,56758835,236799211,4.73598422,2012,tt1605630,American Reunion,American Reunion,113.0,Comedy,6.7,192250,sweet spot,False
368,27,2013-01-25,Hansel & Gretel: Witch Hunters,50000000,55703475,214949716,4.29899432,2013,tt1428538,Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,88.0,"Action,Fantasy,Horror",6.1,183387,under,True
369,32,2017-09-29,American Made,50000000,51342000,135569212,2.71138424,2017,tt3532216,American Made,American Made,115.0,"Action,Biography,Comedy",7.2,131043,sweet spot,False
370,35,2014-10-17,The Book of Life,50000000,50151543,97651543,1.95303086,2014,tt2262227,The Book of Life,The Book of Life,95.0,"Adventure,Animation,Comedy",7.3,59486,sweet spot,False
371,40,2014-08-08,Into the Storm,50000000,47602194,150429371,3.00858742,2014,tt2106361,Into the Storm,Into the Storm,89.0,"Action,Adventure,Drama",5.8,60894,under,False
372,41,2014-10-10,The Judge,50000000,47119388,76119388,1.52238776,2014,tt1872194,The Judge,The Judge,141.0,"Crime,Drama",7.4,162952,over,False
373,45,2016-08-19,War Dogs,50000000,43034523,86234503,1.72469006,2016,tt2005151,War Dogs,War Dogs,114.0,"Comedy,Crime,Drama",7.1,154029,sweet spot,False
374,56,2016-05-20,The Nice Guys,50000000,36261763,59596747,1.19193494,2016,tt3799694,The Nice Guys,The Nice Guys,116.0,"Action,Comedy,Crime",7.4,240337,over,False
375,64,2016-02-12,Zoolander 2,50000000,28848693,55348693,1.10697386,2016,tt1608290,Zoolander 2,Zoolander 2,101.0,Comedy,4.7,59914,sweet spot,False
376,68,2013-03-29,The Host,50000000,26623701,64477051,1.28954102,2013,tt1517260,The Host,The Host,125.0,"Action,Adventure,Drama",5.9,105633,over,False
377,70,2015-03-13,Run All Night,50000000,26461644,66961644,1.33923288,2015,tt2199571,Run All Night,Run All Night,114.0,"Action,Drama,Thriller",6.6,94131,sweet spot,False
378,77,2019-04-12,Hellboy,50000000,21903748,40725492,0.81450984,2019,tt2274648,Hellboy,Hellboy,120.0,"Action,Adventure,Fantasy",5.4,19534,over,False
379,78,2011-04-08,Your Highness,50000000,21596445,26121638,0.52243276,2011,tt1240982,Your Highness,Your Highness,102.0,"Adventure,Comedy,Fantasy",5.5,92940,sweet spot,False
380,79,2016-09-16,Snowden,50000000,21587519,35380918,0.70761836,2016,tt3774114,Snowden,Snowden,134.0,"Biography,Drama,Thriller",7.3,119149,over,False
381,80,2011-09-30,Dream House,50000000,21302340,41642166,0.83284332,2011,tt1462041,Dream House,Dream House,84.0,"Drama,Mystery,Thriller",6.0,59714,under,False
382,81,2016-06-24,Free State of Jones,50000000,20810036,23237252,0.46474504,2016,tt1124037,Free State of Jones,Free State of Jones,139.0,"Action,Biography,Drama",6.9,45135,over,False
383,85,2013-02-14,Beautiful Creatures,50000000,19452138,60282876,1.20565752,2013,tt1559547,Beautiful Creatures,Beautiful Creatures,124.0,"Drama,Fantasy,Romance",6.2,79764,over,False
384,91,2011-02-25,Drive Angry,50000000,10721033,41042583,0.82085166,2011,tt1502404,Drive Angry,Drive Angry,104.0,"Action,Fantasy,Thriller",5.4,90203,sweet spot,False
385,98,2018-02-16,Early Man,50000000,8267544,45285890,0.9057178,2018,tt4701724,Early Man,Early Man,89.0,"Adventure,Animation,Comedy",6.1,15882,under,False
386,2,2015-04-17,Child 44,50000000,1224330,8004221,0.16008442,2015,tt1014763,Child 44,Child 44,137.0,"Crime,Drama,History",6.5,59477,over,False
387,4,2013-03-15,Upside Down,50000000,102118,26387039,0.52774078,2013,tt1374992,Upside Down,Upside Down,109.0,"Drama,Fantasy,Romance",6.4,66347,sweet spot,False
388,5,2015-10-02,Shanghai,50000000,46425,15505922,0.31011844,2015,tt1092634,Shanghai,Shanghai,105.0,"Crime,Drama,Mystery",6.4,8662,sweet spot,False
389,11,2015-03-06,Chappie,49000000,31569268,105002056,2.142899102040816,2015,tt1823672,Chappie,Chappie,120.0,"Action,Crime,Drama",6.8,213733,over,False
390,13,2012-11-16,Anna Karenina,49000000,12816367,71004627,1.4490740204081634,2012,tt1781769,Anna Karenina,Anna Karenina,129.0,"Drama,Romance",6.6,84668,over,False
391,18,2015-01-09,Taken 3,48000000,89256424,327656424,6.8261755,2015,tt2446042,Taken 3,Taken 3,108.0,"Action,Thriller",6.0,165072,sweet spot,False
392,20,2018-11-16,Instant Family,48000000,67363237,119736188,2.4945039166666665,2018,tt7401588,Instant Family,Instant Family,118.0,"Comedy,Drama",7.4,46728,over,False
393,32,2016-07-13,The Infiltrator,47500000,15436808,20718104,0.4361706105263158,2016,tt1355631,The Infiltrator,The Infiltrator,127.0,"Biography,Crime,Drama",7.0,61547,over,False
394,34,2016-11-11,Arrival,47000000,100546139,203127894,4.321870085106383,2016,tt2543164,Arrival,Arrival,116.0,"Drama,Mystery,Sci-Fi",7.9,515483,over,False
395,42,2016-12-23,Silence,46500000,7100177,23726626,0.5102500215053763,2016,tt0490215,Silence,Silence,161.0,"Adventure,Drama,History",7.2,85242,over,False
396,48,2013-09-20,Prisoners,46000000,61002302,113402302,2.465267434782609,2013,tt1392214,Prisoners,Prisoners,153.0,"Crime,Drama,Mystery",8.1,526273,over,False
397,54,2012-10-05,Taken 2,45000000,139854287,377807404,8.395720088888888,2012,tt1397280,Taken 2,Taken 2,92.0,"Action,Thriller",6.3,273106,under,False
398,58,2017-12-22,Pitch Perfect 3,45000000,104897530,185736412,4.127475822222222,2017,tt4765284,Pitch Perfect 3,Pitch Perfect 3,93.0,"Comedy,Music",5.8,45127,under,False
399,64,2011-11-23,The Muppets,45000000,88625922,160971922,3.5771538222222223,2011,tt1204342,The Muppets,The Muppets,103.0,"Adventure,Comedy,Family",7.1,82752,sweet spot,False
400,68,2016-10-07,The Girl on the Train,45000000,75395035,174278214,3.8728492,2016,tt2387589,The Girl on the Train,The Girl on the Train,80.0,Thriller,4.4,819,under,False
401,81,2016-12-09,Office Christmas Party,45000000,54767494,91323299,2.0294066444444443,2016,tt1711525,Office Christmas Party,Office Christmas Party,105.0,Comedy,5.8,59253,sweet spot,False
402,88,2012-07-06,Savages,45000000,47323100,82513490,1.833633111111111,2012,tt1615065,Savages,Savages,131.0,"Crime,Drama,Thriller",6.5,115793,over,False
403,90,2014-05-23,Blended,45000000,46290741,127990741,2.844238688888889,2014,tt1086772,Blended,Blended,117.0,"Comedy,Romance",6.5,106491,over,False
404,91,2017-06-16,All Eyez on Me,45000000,44922302,54876855,1.2194856666666667,2017,tt1666185,All Eyez on Me,All Eyez on Me,139.0,"Biography,Drama,Music",5.8,18541,over,False
405,6,2019-05-03,UglyDolls,45000000,19894664,24644664,0.5476592,2019,tt1946502,UglyDolls,UglyDolls,87.0,"Adventure,Animation,Comedy",4.5,1176,under,False
406,15,2012-09-21,Dredd,45000000,13414714,41467606,0.9215023555555556,2012,tt1343727,Dredd,Dredd,95.0,"Action,Crime,Sci-Fi",7.1,234616,sweet spot,False
407,16,2011-10-28,The Rum Diary,45000000,13109815,21544732,0.4787718222222222,2011,tt0376136,The Rum Diary,The Rum Diary,119.0,"Comedy,Drama",6.2,94787,over,False
408,18,2018-12-21,Welcome to Marwen,45000000,10763520,12874922,0.2861093777777778,2018,tt3289724,Welcome to Marwen,Welcome to Marwen,116.0,"Biography,Comedy,Drama",6.1,8920,over,False
409,19,2011-10-21,Johnny English Reborn,45000000,8406711,164640401,3.6586755777777777,2011,tt1634122,Johnny English Reborn,Johnny English Reborn,101.0,"Action,Adventure,Comedy",6.3,110824,sweet spot,False
410,26,2012-12-31,Foodfight!,45000000,0,73706,0.0016379111111111111,2012,tt0249516,Foodfight!,Foodfight!,91.0,"Action,Animation,Comedy",1.9,8248,under,False
411,27,2012-10-12,Argo,44500000,136025503,227140757,5.104286674157303,2012,tt1024648,Argo,Argo,120.0,"Biography,Drama,Thriller",7.7,534683,over,False
412,33,2014-02-06,The Interview,44000000,6105175,12342632,0.2805143636363636,2014,tt2788710,The Interview,The Interview,112.0,Comedy,6.5,286341,sweet spot,False
413,35,2013-06-28,The Heat,43000000,159581587,229727774,5.342506372093023,2013,tt2404463,The Heat,The Heat,117.0,"Action,Comedy,Crime",6.6,153501,over,False
414,41,2017-01-06,A Monster Calls,43000000,3740823,46414530,1.0794076744186047,2017,tt3416532,A Monster Calls,A Monster Calls,108.0,"Animation,Drama,Fantasy",7.5,70416,sweet spot,False
415,42,2011-01-28,The Mechanic,42500000,29121498,76347393,1.7964092470588235,2011,tt0472399,The Mechanic,The Mechanic,93.0,"Action,Crime,Thriller",6.6,141254,under,False
416,44,2012-03-16,21 Jump Street,42000000,138447667,202812429,4.828867357142857,2012,tt1232829,21 Jump Street,21 Jump Street,109.0,"Action,Comedy,Crime",7.2,477771,sweet spot,False
417,51,2017-05-12,Snatched,42000000,45852178,57852177,1.3774327857142856,2017,tt1245534,Snatched,Snatched,81.0,Comedy,5.5,61,under,False
418,52,2012-10-12,Here Comes the Boom,42000000,45290318,73239258,1.7437918571428572,2012,tt1648179,Here Comes the Boom,Here Comes the Boom,105.0,"Action,Comedy,Sport",6.4,81761,sweet spot,False
419,55,2011-03-11,Red Riding Hood,42000000,37662162,91678442,2.182820047619048,2011,tt1486185,Red Riding Hood,Red Riding Hood,100.0,"Fantasy,Horror,Mystery",5.5,102369,sweet spot,True
420,58,2018-12-25,Holmes & Watson,42000000,30568743,41926605,0.9982525,2018,tt1255919,Holmes & Watson,Holmes & Watson,90.0,"Adventure,Comedy,Crime",3.8,17661,under,False
421,59,2012-01-27,One for the Money,42000000,26414527,36197221,0.8618385952380953,2012,tt1598828,One for the Money,One for the Money,91.0,"Action,Comedy,Crime",5.3,38473,under,False
422,64,2012-01-27,Man on a Ledge,42000000,18620000,49621440,1.1814628571428571,2012,tt1568338,Man on a Ledge,Man on a Ledge,102.0,"Action,Adventure,Crime",6.6,137507,sweet spot,False
423,71,2019-05-31,Rocketman,41000000,57342725,108642725,2.64982256097561,2019,tt2066051,Rocketman,Rocketman,121.0,"Biography,Drama,Music",7.7,24266,over,False
424,74,2011-10-14,The Big Year,41000000,7204138,7684524,0.18742741463414633,2011,tt1053810,The Big Year,The Big Year,100.0,Comedy,6.2,39522,sweet spot,False
425,78,2015-02-13,Fifty Shades of Grey,40000000,166167230,570998101,14.274952525,2015,tt2322441,Fifty Shades of Grey,Fifty Shades of Grey,125.0,"Drama,Romance,Thriller",4.1,279126,over,False
426,80,2013-12-13,American Hustle,40000000,150117807,257878294,6.44695735,2013,tt1800241,American Hustle,American Hustle,138.0,"Crime,Drama",7.2,418221,over,False
427,83,2014-07-25,Lucy,40000000,126573960,457507776,11.4376944,2014,tt2872732,Lucy,Lucy,89.0,"Action,Sci-Fi,Thriller",6.4,403194,under,False
428,84,2013-12-25,Lone Survivor,40000000,125095601,149804632,3.7451158,2013,tt1091191,Lone Survivor,Lone Survivor,121.0,"Action,Biography,Drama",7.5,246641,over,False
429,95,2016-01-15,Ride Along 2,40000000,90862685,124827316,3.1206829,2016,tt2869728,Ride Along 2,Ride Along 2,102.0,"Action,Comedy,Crime",5.9,48688,sweet spot,False
430,97,2015-03-27,Get Hard,40000000,90411453,106511453,2.662786325,2015,tt2561572,Get Hard,Get Hard,100.0,"Comedy,Crime",6.0,111187,sweet spot,False
431,100,2016-10-14,The Accountant,40000000,86260045,152962083,3.824052075,2016,tt2140479,The Accountant,The Accountant,128.0,"Action,Crime,Drama",7.3,233022,over,False
432,1,2014-11-14,Dumb and Dumber To,40000000,86208010,156553592,3.9138398,2014,tt2096672,Dumb and Dumber To,Dumb and Dumber To,109.0,"Adventure,Comedy",5.6,118646,sweet spot,False
433,2,2014-04-25,The Other Woman,40000000,83911193,195111193,4.877779825,2014,tt2203939,The Other Woman,The Other Woman,109.0,"Comedy,Romance",6.0,122889,sweet spot,False
435,10,2015-10-16,Bridge of Spies,40000000,72313754,162498338,4.06245845,2015,tt3682448,Bridge of Spies,Bridge of Spies,142.0,"Drama,History,Thriller",7.6,263004,over,False
436,17,2016-11-04,Hacksaw Ridge,40000000,67209615,168904682,4.22261705,2016,tt2119532,Hacksaw Ridge,Hacksaw Ridge,139.0,"Biography,Drama,History",8.1,366904,over,False
437,21,2011-02-18,Unknown,40000000,63686397,136123083,3.403077075,2011,tt1401152,Unknown,Unknown,113.0,"Action,Mystery,Thriller",6.9,235167,sweet spot,False
438,25,2011-03-18,The Lincoln Lawyer,40000000,58009200,87145086,2.17862715,2011,tt1189340,The Lincoln Lawyer,The Lincoln Lawyer,118.0,"Crime,Drama,Thriller",7.3,196109,over,False
439,31,2014-11-26,Horrible Bosses 2,40000000,54445357,105945357,2.648633925,2014,tt2170439,Horrible Bosses 2,Horrible Bosses 2,108.0,"Comedy,Crime",6.3,144442,sweet spot,False
440,36,2012-08-15,The Odd Life of Timothy Green,40000000,51853450,55249159,1.381228975,2012,tt1462769,The Odd Life of Timothy Green,The Odd Life of Timothy Green,105.0,"Comedy,Drama,Family",6.6,42770,sweet spot,False
441,43,2014-06-20,Jersey Boys,40000000,47047013,65282732,1.6320683,2014,tt1742044,Jersey Boys,Jersey Boys,134.0,"Biography,Drama,Music",6.8,30410,over,False
442,49,2011-08-12,Final Destination 5,40000000,42587643,155011165,3.875279125,2011,tt1622979,Final Destination 5,Final Destination 5,92.0,Horror,5.9,98061,under,True
443,50,2018-11-16,Widows,40000000,42402632,73866088,1.8466522,2018,tt1785670,Widows,Viudas,100.0,"Comedy,Drama",6.3,484,sweet spot,False
444,54,2014-07-18,Sex Tape,40000000,38543473,126069509,3.151737725,2014,tt1956620,Sex Tape,Sex Tape,94.0,"Comedy,Romance",5.1,100520,sweet spot,False
445,55,2011-04-15,Scream 4,40000000,38180928,95989590,2.39973975,2011,tt1262416,Scream 4,Scream 4,111.0,"Horror,Mystery",6.2,118779,sweet spot,True
446,58,2011-03-18,Paul,40000000,37412945,101162106,2.52905265,2011,tt1092026,Paul,Paul,104.0,"Adventure,Comedy,Sci-Fi",7.0,220567,sweet spot,False
447,59,2012-12-19,The Guilt Trip,40000000,37134215,41294674,1.03236685,2012,tt1694020,The Guilt Trip,The Guilt Trip,95.0,"Comedy,Drama",5.8,33702,sweet spot,False
448,60,2011-08-26,Colombiana,40000000,36665854,72295262,1.80738155,2011,tt1657507,Colombiana,Colombiana,108.0,"Action,Drama,Thriller",6.4,87659,sweet spot,False
449,62,2018-01-12,The Commuter,40000000,36343858,101985431,2.549635775,2018,tt1590193,The Commuter,The Commuter,105.0,"Action,Mystery,Thriller",6.3,83114,sweet spot,False
450,67,2011-04-08,Arthur,40000000,33035397,47787943,1.194698575,2011,tt1334512,Arthur,Arthur,110.0,"Comedy,Romance",5.7,49013,sweet spot,False
451,69,2016-12-21,Patriots Day,40000000,31886361,52837989,1.320949725,2016,tt4572514,Patriots Day,Patriots Day,133.0,"Action,Crime,Drama",7.4,76204,over,False
452,75,2019-05-03,Long Shot,40000000,30202860,43711031,1.092775775,2019,tt2139881,Long Shot,Long Shot,125.0,"Comedy,Romance",7.2,12814,over,False
453,77,2013-12-25,Grudge Match,40000000,29807260,69807260,1.7451815,2013,tt1661382,Grudge Match,Grudge Match,113.0,"Comedy,Drama,Sport",6.4,54080,sweet spot,False
454,81,2017-08-11,The Nut Job 2: Nutty by Nature,40000000,28370522,57438389,1.435959725,2017,tt3486626,The Nut Job 2: Nutty by Nature,The Nut Job 2: Nutty by Nature,91.0,"Adventure,Animation,Comedy",5.5,4820,under,False
455,84,2017-01-27,Resident Evil: The Final Chapter,40000000,26844692,314101190,7.85252975,2017,tt2592614,Resident Evil: The Final Chapter,Resident Evil: The Final Chapter,107.0,"Action,Horror,Sci-Fi",5.6,74979,sweet spot,True
456,86,2017-06-30,The House,40000000,25584504,31192425,0.779810625,2017,tt1961562,The House,The House,109.0,"Drama,Mystery,Thriller",4.6,50,sweet spot,False
457,89,2011-01-07,Season of the Witch,40000000,24827228,91126600,2.278165,2011,tt0479997,Season of the Witch,Season of the Witch,95.0,"Action,Adventure,Fantasy",5.4,85777,sweet spot,False
458,94,2016-08-26,Mechanic: Resurrection,40000000,21218403,109738840,2.743471,2016,tt3522806,Mechanic: Resurrection,Mechanic: Resurrection,98.0,"Action,Adventure,Thriller",5.7,67275,sweet spot,False
459,99,2012-02-03,Big Miracle,40000000,20157300,25268680,0.631717,2012,tt1430615,Big Miracle,Big Miracle,107.0,"Biography,Drama,Family",6.5,17585,sweet spot,False
460,100,2012-12-21,The Impossible,40000000,19019882,169590606,4.23976515,2012,tt1649419,The Impossible,Lo imposible,114.0,"Drama,History,Thriller",7.6,177762,sweet spot,False
461,1,2012-03-09,A Thousand Words,40000000,18450127,20790486,0.51976215,2012,tt0763831,A Thousand Words,A Thousand Words,91.0,"Comedy,Drama",5.9,36387,under,False
462,15,2015-03-20,The Gunman,40000000,10664749,18594227,0.464855675,2015,tt2515034,The Gunman,The Gunman,115.0,"Action,Crime,Drama",5.8,36053,sweet spot,False
463,19,2013-08-16,Paranoia,40000000,7388654,16340767,0.408519175,2013,tt1413495,Paranoia,Paranoia,106.0,"Drama,Thriller",5.7,33149,sweet spot,False
464,21,2015-07-10,Baahubali: The Beginning,40000000,6738000,26736665,0.668416625,2015,tt2631186,Baahubali: The Beginning,Bahubali: The Beginning,159.0,"Action,Drama",8.1,93243,over,False
465,22,2018-03-09,The Hurricane Heist,40000000,6115824,30963684,0.7740921,2018,tt5360952,The Hurricane Heist,The Hurricane Heist,103.0,"Action,Adventure,Crime",5.1,15326,sweet spot,False
466,24,2015-11-25,Victor Frankenstein,40000000,5775076,31124367,0.778109175,2015,tt1976009,Victor Frankenstein,Victor Frankenstein,110.0,"Drama,Horror,Sci-Fi",6.0,47492,sweet spot,True
467,27,2014-06-27,Snowpiercer,40000000,4563029,88069880,2.201747,2014,tt1706620,Snowpiercer,Snowpiercer,126.0,"Action,Drama,Sci-Fi",7.1,239264,over,False
469,40,2016-11-11,USS Indianapolis: Men of Courage,40000000,0,1663785,0.041594625,2016,tt2032572,USS Indianapolis: Men of Courage,USS Indianapolis: Men of Courage,128.0,"Action,Drama,History",5.2,9453,over,False
470,48,2012-10-05,Frankenweenie,39000000,35287788,81150788,2.0807894358974357,2012,tt1142977,Frankenweenie,Frankenweenie,87.0,"Animation,Comedy,Family",7.0,89489,under,False
471,59,2017-06-02,Captain Underpants: The First Epic Movie,38000000,73921000,126577874,3.3309966842105263,2017,tt2091256,Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie,89.0,"Action,Animation,Comedy",6.2,21903,under,False
472,60,2015-04-17,Paul Blart: Mall Cop 2,38000000,71091594,107650646,2.8329117368421053,2015,tt3450650,Paul Blart: Mall Cop 2,Paul Blart: Mall Cop 2,94.0,"Action,Comedy,Crime",4.4,30828,sweet spot,False
473,62,2016-12-23,Why Him?,38000000,60323786,117425156,3.0901356842105265,2016,tt4501244,Why Him?,Why Him?,111.0,Comedy,6.2,89628,sweet spot,False
474,63,2011-04-22,Water for Elephants,38000000,58709717,116809717,3.0739399210526317,2011,tt1067583,Water for Elephants,Water for Elephants,120.0,"Drama,Romance",6.9,105812,over,False
475,66,2013-09-06,Riddick,38000000,42025135,94763758,2.493783105263158,2013,tt1411250,Riddick,Riddick,119.0,"Action,Adventure,Sci-Fi",6.4,144821,over,False
476,69,2016-01-22,The 5th Wave,38000000,34912982,111336398,2.9299052105263157,2016,tt2304933,The 5th Wave,The 5th Wave,112.0,"Action,Adventure,Drama",5.2,90788,sweet spot,False
477,71,2013-09-20,Rush,38000000,26947624,98230839,2.5850220789473686,2013,tt1979320,Rush,Rush,123.0,"Action,Biography,Drama",8.1,393437,over,False
478,75,2017-10-20,Only the Brave,38000000,18340051,24555177,0.6461888684210526,2017,tt3829920,Only the Brave,Only the Brave,134.0,"Action,Biography,Drama",7.7,45482,over,False
479,77,2011-10-14,The Thing,38000000,16999934,27573078,0.7256073157894737,2011,tt0905372,The Thing,The Thing,103.0,"Horror,Mystery,Sci-Fi",6.2,111900,sweet spot,True
480,82,2018-09-21,The Sisters Brothers,38000000,3143056,13143056,0.3458698947368421,2018,tt4971344,The Sisters Brothers,Les frères Sisters,122.0,"Adventure,Comedy,Crime",7.0,32135,over,False
481,85,2019-01-11,The Upside,37500000,108235497,119024536,3.1739876266666665,2019,tt1987680,The Upside,The Upside,126.0,"Comedy,Drama",6.7,24169,over,False
482,86,2012-05-18,What to Expect When You're Expecting,37500000,41152203,88473016,2.3592804266666665,2012,tt1586265,What to Expect When You're Expecting,What to Expect When You're Expecting,110.0,"Comedy,Drama,Romance",5.7,65890,sweet spot,False
483,87,2012-09-14,The Master,37500000,16247159,50647416,1.35059776,2012,tt1560747,The Master,The Master,138.0,Drama,7.1,131365,over,False
484,90,2013-08-07,We're the Millers,37000000,150394119,267816276,7.23827772972973,2013,tt1723121,We're the Millers,We're the Millers,110.0,"Comedy,Crime",7.0,371759,sweet spot,False
485,91,2015-11-25,Creed,37000000,109767581,173567581,4.691015702702702,2015,tt1632705,Creed,Creed,77.0,Horror,6.6,12,under,True
486,93,2011-09-23,Dolphin Tale,37000000,72286779,96068724,2.596452,2011,tt1564349,Dolphin Tale,Dolphin Tale,113.0,"Drama,Family",6.9,20746,sweet spot,False
487,94,2018-02-23,Game Night,37000000,69179066,117378084,3.1723806486486485,2018,tt2704998,Game Night,Game Night,100.0,"Action,Comedy,Crime",7.0,163279,sweet spot,False
488,100,2011-01-28,The Rite,37000000,33047633,97143987,2.625513162162162,2011,tt1161864,The Rite,The Rite,114.0,"Drama,Horror,Mystery",6.0,85604,sweet spot,True
489,3,2015-05-29,Aloha,37000000,21052030,25387091,0.6861375945945946,2015,tt1243974,Aloha,Aloha,105.0,"Comedy,Drama,Romance",5.4,54646,sweet spot,False
490,5,2018-10-05,A Star is Born,36000000,215288866,433449571,12.040265861111111,2018,tt1776364,A Star is Born,Zvezda je rodena,75.0,"Documentary,Music",5.1,15,under,False
491,12,2014-09-12,Dolphin Tale 2,36000000,42024533,57824533,1.6062370277777778,2014,tt2978462,Dolphin Tale 2,Dolphin Tale 2,107.0,"Drama,Family",6.4,7579,sweet spot,False
492,13,2016-12-16,Collateral Beauty,36000000,31016021,85309093,2.369697027777778,2016,tt4682786,Collateral Beauty,Collateral Beauty,97.0,"Drama,Romance",6.8,78764,sweet spot,False
493,21,2011-05-06,There Be Dragons,36000000,1069334,4020990,0.11169416666666666,2011,tt1316616,There Be Dragons,There Be Dragons,122.0,"Biography,Drama,War",5.8,4326,over,False
494,22,2017-04-14,Queen of the Desert,36000000,0,1578543,0.04384841666666667,2017,tt1837636,Queen of the Desert,Queen of the Desert,128.0,"Adventure,Biography,Drama",5.7,8529,over,False
495,24,2017-09-08,It,35000000,327481748,697457969,19.927370542857144,2017,tt1396484,It,It,135.0,"Horror,Thriller",7.4,359123,over,True
496,32,2013-02-08,Identity Thief,35000000,134506920,175361578,5.0103308,2013,tt2024432,Identity Thief,Identity Thief,111.0,"Adventure,Comedy,Crime",5.7,115624,sweet spot,False
497,34,2011-07-08,Horrible Bosses,35000000,117538559,212417601,6.069074314285714,2011,tt1499658,Horrible Bosses,Horrible Bosses,98.0,"Comedy,Crime",6.9,398695,sweet spot,False
498,36,2015-07-17,Trainwreck,35000000,110212700,141123897,4.032111342857143,2015,tt3152624,Trainwreck,Trainwreck,125.0,"Comedy,Drama,Romance",6.2,121860,over,False
499,37,2013-12-13,Saving Mr. Banks,35000000,83299761,114962525,3.2846435714285716,2013,tt2140373,Saving Mr. Banks,Saving Mr. Banks,125.0,"Biography,Comedy,Drama",7.5,140678,over,False
500,55,2011-07-22,Friends with Benefits,35000000,55802754,146595891,4.188454028571429,2011,tt1632708,Friends with Benefits,Friends with Benefits,109.0,"Comedy,Romance",6.6,317338,sweet spot,False
501,56,2016-05-20,Neighbors 2: Sorority Rising,35000000,55340730,108757621,3.1073606,2016,tt4438848,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,92.0,Comedy,5.7,102793,under,False
502,59,2018-06-29,Sicario: Day of the Soldado,35000000,50065850,75885196,2.1681484571428573,2018,tt5052474,Sicario: Day of the Soldado,Sicario: Day of the Soldado,122.0,"Action,Crime,Drama",7.1,95650,over,False
503,62,2015-05-22,Poltergeist,35000000,47425125,95713069,2.7346591142857144,2015,tt1029360,Poltergeist,Poltergeist,93.0,"Horror,Thriller",4.9,51538,under,True
504,63,2018-10-12,Goosebumps 2: Haunted Halloween,35000000,46697321,93291478,2.6654708,2018,tt5664636,Goosebumps 2: Haunted Halloween,Goosebumps 2: Haunted Halloween,90.0,"Adventure,Comedy,Family",5.6,11459,under,False
505,64,2018-01-19,12 Strong,35000000,45819713,71118378,2.031953657142857,2018,tt1413492,12 Strong,12 Strong,130.0,"Action,Drama,History",6.6,50155,over,False
506,72,2011-05-06,Something Borrowed,35000000,39046489,65084116,1.8595461714285715,2011,tt0491152,Something Borrowed,Something Borrowed,112.0,"Comedy,Drama,Romance",5.9,54314,sweet spot,False
507,74,2011-10-28,In Time,35000000,37553932,165103952,4.717255771428571,2011,tt1637688,In Time,In Time,109.0,"Action,Crime,Drama",6.7,346077,sweet spot,False
508,76,2011-11-09,J. Edgar,35000000,37306030,84606030,2.417315142857143,2011,tt1616195,J. Edgar,J. Edgar,137.0,"Biography,Crime,Drama",6.6,115925,over,False
509,78,2018-08-17,Mile 22,35000000,36108758,66295121,1.8941463142857142,2018,tt4560436,Mile 22,Mile 22,94.0,"Action,Adventure,Thriller",6.1,47862,sweet spot,False
510,79,2015-05-08,Hot Pursuit,35000000,34580201,45671512,1.3049003428571428,2015,tt2967224,Hot Pursuit,Hot Pursuit,87.0,"Action,Comedy,Crime",5.1,44723,under,False
511,80,2015-12-25,Concussion,35000000,34531832,50363790,1.4389654285714286,2015,tt2296697,Concussion,Concussion,96.0,Drama,5.7,3813,sweet spot,False
