,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,return_on_investment,year,movie_id,primary_title,original_title,runtime_minutes,genres,averagerating,numvotes,runtime,Horror
708,17,2012-08-03,Diary of a Wimpy Kid: Dog Days,22000000,49008662,77229695,3.510440681818182,2012,tt2023453,Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,94.0,"Comedy,Family",6.3,19571,sweet spot,False
709,21,2013-11-22,Delivery Man,22000000,30659817,70536870,3.2062213636363635,2013,tt2387559,Delivery Man,Delivery Man,105.0,"Comedy,Drama",6.4,70706,sweet spot,False
710,27,2017-05-19,Diary of a Wimpy Kid: The Long Haul,22000000,20738724,35609577,1.6186171363636364,2017,tt6003368,Diary of a Wimpy Kid: The Long Haul,Diary of a Wimpy Kid: The Long Haul,91.0,"Comedy,Family",4.4,5635,under,False
711,29,2013-11-27,Homefront,22000000,20158492,51695362,2.3497891818181817,2013,tt2312718,Homefront,Homefront,100.0,"Action,Thriller",6.5,98549,sweet spot,False
712,34,2015-09-04,The Transporter Refueled,22000000,16029670,69698495,3.168113409090909,2015,tt2938956,The Transporter Refueled,The Transporter Refueled,96.0,"Action,Adventure,Crime",5.2,36201,sweet spot,False
713,37,2012-08-22,Hit & Run,22000000,13749300,17216955,0.7825888636363636,2012,tt10300710,Hit & Run,Hit & Run,114.0,"Action,Comedy",7.1,43,sweet spot,False
714,41,2013-12-04,Out of the Furnace,22000000,11330849,15434375,0.7015625,2013,tt1206543,Out of the Furnace,Out of the Furnace,116.0,"Crime,Drama,Thriller",6.8,99037,over,False
715,44,2017-12-08,Just Getting Started,22000000,6069605,6756412,0.30710963636363636,2017,tt5721088,Just Getting Started,Just Getting Started,91.0,"Action,Comedy",4.4,4829,under,False
716,49,2014-10-31,Before I Go to Sleep,22000000,3242457,19563579,0.889253590909091,2014,tt1726592,Before I Go to Sleep,Before I Go to Sleep,92.0,"Drama,Horror,Mystery",6.3,64684,under,True
717,58,2012-06-22,To Rome with Love,21500000,16684352,74326015,3.457023953488372,2012,tt1859650,To Rome with Love,To Rome with Love,112.0,"Comedy,Music,Romance",6.3,79381,sweet spot,False
718,59,2012-11-16,Silver Linings Playbook,21000000,132092958,236412453,11.257735857142857,2012,tt1045658,Silver Linings Playbook,Silver Linings Playbook,122.0,"Comedy,Drama,Romance",7.7,621018,over,False
719,60,2018-04-06,Blockers,21000000,60311495,94045328,4.478348952380952,2018,tt2531344,Blockers,Blockers,102.0,Comedy,6.2,57142,sweet spot,False
720,61,2019-04-05,Pet Sematary,21000000,54724696,109501146,5.214340285714286,2019,tt0837563,Pet Sematary,Pet Sematary,101.0,"Horror,Mystery,Thriller",6.0,34472,sweet spot,True
722,72,2011-12-09,Tinker Tailor Soldier Spy,21000000,24149393,81452811,3.8787052857142856,2011,tt1340800,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,122.0,"Drama,Mystery,Thriller",7.1,174890,over,False
723,79,2011-05-06,The Beaver,21000000,970816,5046038,0.2402875238095238,2011,tt1321860,The Beaver,The Beaver,91.0,Drama,6.7,45173,under,False
724,80,2017-02-24,Bitter Harvest,21000000,557241,606162,0.028864857142857143,2017,tt3182620,Bitter Harvest,Bitter Harvest,103.0,"Drama,Romance,War",6.1,3057,sweet spot,False
725,82,2019-02-01,Velvet Buzzsaw,21000000,0,0,0.0,2019,tt7043012,Velvet Buzzsaw,Velvet Buzzsaw,113.0,"Horror,Mystery,Thriller",5.7,40213,sweet spot,True
726,88,2019-03-22,Us,20000000,175006930,254210310,12.7105155,2019,tt2708782,Us,Vi,92.0,Drama,5.3,814,under,False
727,92,2016-12-09,La La Land,20000000,151101803,426351163,21.31755815,2016,tt3783958,La La Land,La La Land,128.0,"Comedy,Drama,Music",8.0,436070,over,False
728,93,2013-07-19,The Conjuring,20000000,137400141,318000141,15.90000705,2013,tt1457767,The Conjuring,The Conjuring,112.0,"Horror,Mystery,Thriller",7.5,397233,sweet spot,True
729,95,2017-11-17,Wonder,20000000,132422809,304604712,15.2302356,2017,tt2543472,Wonder,Wonder,113.0,"Drama,Family",8.0,111632,sweet spot,False
730,99,2016-07-29,Bad Moms,20000000,113257297,180998716,9.0499358,2016,tt4651520,Bad Moms,Bad Moms,100.0,Comedy,6.2,100952,sweet spot,False
731,100,2019-01-18,Glass,20000000,111035005,245303505,12.26517525,2019,tt4598720,Glass,Glass,71.0,"Drama,Mystery,Thriller",8.2,84,under,False
732,3,2014-07-02,Tammy,20000000,84525432,96407655,4.82038275,2014,tt2103254,Tammy,Tammy,97.0,"Comedy,Romance",4.9,44345,sweet spot,False
733,5,2011-11-16,The Descendants,20000000,82624961,175507800,8.77539,2011,tt1033575,The Descendants,The Descendants,115.0,"Comedy,Drama",7.3,223464,sweet spot,False
734,18,2013-10-18,12 Years a Slave,20000000,56671993,181025343,9.05126715,2013,tt2024544,12 Years a Slave,12 Years a Slave,134.0,"Biography,Drama,History",8.1,577301,over,False
735,20,2016-06-03,Me Before You,20000000,56245075,208265198,10.4132599,2016,tt2674426,Me Before You,Me Before You,106.0,"Drama,Romance",7.4,174567,sweet spot,False
736,21,2019-02-08,What Men Want,20000000,54611903,69911903,3.49559515,2019,tt7634968,What Men Want,What Men Want,117.0,"Comedy,Fantasy,Romance",4.9,10141,over,False
737,22,2016-04-15,Barbershop: The Next Cut,20000000,54030051,54404202,2.7202101,2016,tt3628584,Barbershop: The Next Cut,Barbershop: The Next Cut,111.0,"Comedy,Drama",5.9,13306,sweet spot,False
738,24,2018-09-14,A Simple Favor,20000000,53548586,97628717,4.88143585,2018,tt7040874,A Simple Favor,A Simple Favor,117.0,"Comedy,Crime,Drama",6.9,83338,over,False
739,25,2015-01-09,Selma,20000000,52076908,66776576,3.3388288,2015,tt1020072,Selma,Selma,128.0,"Biography,Drama,History",7.5,77633,over,False
740,34,2015-11-06,Spotlight,20000000,45055776,92088460,4.604423,2015,tt1895587,Spotlight,Spotlight,129.0,"Crime,Drama",8.1,365110,over,False
741,35,2018-03-30,Acrimony,20000000,43549096,46627836,2.3313918,2018,tt6063050,Acrimony,Acrimony,120.0,"Drama,Romance,Thriller",5.7,6119,over,False
742,36,2015-06-26,Max,20000000,42656255,43658157,2.18290785,2015,tt2390281,Max,Max,83.0,Comedy,5.1,248,under,False
743,39,2017-11-17,The Star,20000000,40847995,62758010,3.1379005,2017,tt4587656,The Star,The Star,86.0,"Adventure,Animation,Comedy",6.1,5159,under,False
744,43,2016-07-27,Nerve,20000000,38583626,70652284,3.5326142,2016,tt1772317,Nerve,Nerve,83.0,"Comedy,Drama",6.8,88,under,False
745,48,2016-02-19,Risen,20000000,36880033,46255763,2.31278815,2016,tt0850709,Risen,Risen,121.0,"Biography,Drama",5.3,182,over,False
746,53,2011-11-04,A Very Harold & Kumar 3D Christmas,20000000,35061031,36265745,1.81328725,2011,tt1268799,A Very Harold & Kumar 3D Christmas,A Very Harold & Kumar 3D Christmas,90.0,"Adventure,Comedy",6.3,62151,under,False
747,55,2013-01-04,Texas Chainsaw 3D,20000000,34341945,47666013,2.38330065,2013,tt1572315,Texas Chainsaw 3D,Texas Chainsaw 3D,92.0,"Horror,Thriller",4.8,41784,under,True
748,65,2011-08-31,The Debt,20000000,31177548,46604054,2.3302027,2011,tt1226753,The Debt,The Debt,113.0,"Drama,Thriller",6.9,61046,sweet spot,False
749,76,2013-08-23,The World's End,20000000,26004851,47508505,2.37542525,2013,tt1213663,The World's End,The World's End,109.0,"Action,Comedy,Sci-Fi",7.0,235308,sweet spot,False
750,81,2018-12-25,On the Basis of Sex,20000000,24622687,38073377,1.90366885,2018,tt4669788,On the Basis of Sex,On the Basis of Sex,120.0,"Biography,Drama",6.9,12083,over,False
751,82,2014-02-14,Endless Love,20000000,23438250,34718173,1.73590865,2014,tt2318092,Endless Love,Endless Love,104.0,"Drama,Romance",6.3,37869,sweet spot,False
752,84,2011-07-01,Monte Carlo,20000000,23186769,39686769,1.98433845,2011,tt1067774,Monte Carlo,Monte Carlo,109.0,"Adventure,Comedy,Family",5.8,38731,sweet spot,False
753,87,2017-06-16,Rough Night,20000000,22105643,46844357,2.34221785,2017,tt4799050,Rough Night,Rough Night,101.0,"Comedy,Crime,Thriller",5.2,39447,sweet spot,False
754,94,2015-11-20,Secret in Their Eyes,20000000,20180155,32608019,1.63040095,2015,tt1741273,Secret in Their Eyes,Secret in Their Eyes,111.0,"Crime,Drama,Mystery",6.3,37455,sweet spot,False
755,11,2017-09-29,Flatliners,20000000,16883115,45173738,2.2586869,2017,tt2039338,Flatliners,Flatliners,109.0,"Drama,Horror,Mystery",5.2,33752,sweet spot,True
756,22,2012-04-13,Lockout,20000000,14326865,33943049,1.69715245,2012,tt1592525,Lockout,Lockout,95.0,"Action,Sci-Fi,Thriller",6.1,89554,sweet spot,False
757,24,2011-09-30,What's Your Number?,20000000,14011084,30163785,1.50818925,2011,tt0770703,What's Your Number?,What's Your Number?,106.0,"Comedy,Romance",6.1,67922,sweet spot,False
758,27,2015-10-30,Burnt,20000000,13651946,36773510,1.8386755,2015,tt2503944,Burnt,Burnt,101.0,"Comedy,Drama",6.6,95988,sweet spot,False
759,33,2016-02-26,Triple 9,20000000,12639297,25943792,1.2971896,2016,tt1712261,Triple 9,Triple 9,115.0,"Crime,Thriller",6.3,60369,sweet spot,False
760,34,2016-09-02,The Light Between Oceans,20000000,12545979,22281732,1.1140866,2016,tt2547584,The Light Between Oceans,The Light Between Oceans,133.0,"Drama,Romance",7.2,46247,over,False
761,47,2016-06-03,Popstar: Never Stop Never Stopping,20000000,9496130,9537120,0.476856,2016,tt3960412,Popstar: Never Stop Never Stopping,Popstar: Never Stop Never Stopping,87.0,"Comedy,Music",6.7,47278,under,False
762,48,2017-10-27,Thank You for Your Service,20000000,9479390,9985316,0.4992658,2017,tt2352196,Thank You for Your Service,Thank You for Your Service,88.0,"Documentary,Drama",7.7,74,under,False
763,51,2013-09-20,Battle of the Year,20000000,8888355,16723377,0.83616885,2013,tt1532958,Battle of the Year,Battle of the Year,110.0,"Drama,Music",5.1,8769,sweet spot,False
764,56,2014-12-12,Inherent Vice,20000000,8110975,14772346,0.7386173,2014,tt1791528,Inherent Vice,Inherent Vice,148.0,"Comedy,Crime,Drama",6.7,83346,over,False
765,58,2013-10-11,Machete Kills,20000000,8008161,18273009,0.91365045,2013,tt2002718,Machete Kills,Machete Kills,107.0,"Action,Crime,Sci-Fi",5.6,69968,sweet spot,False
766,65,2015-04-24,Little Boy,20000000,6485961,17769299,0.88846495,2015,tt1810683,Little Boy,Little Boy,106.0,"Drama,History,War",7.4,20945,sweet spot,False
767,67,2012-10-26,Chasing Mavericks,20000000,6002756,8300821,0.41504105,2012,tt1629757,Chasing Mavericks,Chasing Mavericks,116.0,"Biography,Drama,Sport",7.2,28994,over,False
768,68,2014-12-31,A Most Violent Year,20000000,5749134,8846875,0.44234375,2014,tt2937898,A Most Violent Year,A Most Violent Year,125.0,"Crime,Drama,Thriller",7.0,60165,over,False
769,69,2011-11-23,A Dangerous Method,20000000,5702083,14807531,0.74037655,2011,tt1571222,A Dangerous Method,A Dangerous Method,99.0,"Biography,Drama,Romance",6.4,93259,sweet spot,False
770,74,2016-08-26,Hands of Stone,20000000,4712792,5031975,0.25159875,2016,tt1781827,Hands of Stone,Hands of Stone,111.0,"Action,Biography,Drama",6.6,12851,sweet spot,False
771,78,2012-09-07,The Cold Light of Day,20000000,3763583,25361206,1.2680603,2012,tt1366365,The Cold Light of Day,The Cold Light of Day,93.0,"Action,Thriller",4.9,33039,under,False
772,81,2018-10-26,Suspiria,20000000,2483472,7034615,0.35173075,2018,tt1034415,Suspiria,Suspiria,152.0,"Fantasy,Horror,Mystery",6.8,37360,over,True
773,82,2017-11-03,LBJ,20000000,2468683,2507181,0.12535905,2017,tt4778988,LBJ,LBJ,98.0,"Biography,Drama,History",6.5,4396,sweet spot,False
774,85,2015-11-13,My All-American,20000000,2246000,2246000,0.1123,2015,tt3719896,My All-American,My All-American,118.0,"Biography,Drama,Sport",7.2,5058,over,False
775,90,2011-04-29,Dylan Dog: Dead of Night,20000000,1186538,6093725,0.30468625,2011,tt1013860,Dylan Dog: Dead of Night,Dylan Dog: Dead of Night,107.0,"Action,Comedy,Crime",5.1,14120,sweet spot,False
776,97,2015-11-13,By the Sea,20000000,538460,3727746,0.1863873,2015,tt3707106,By the Sea,By the Sea,122.0,"Drama,Romance",5.3,16206,over,False
777,6,2015-10-30,Regression,20000000,55039,15824374,0.7912187,2015,tt3319920,Regression,Regression,106.0,"Crime,Horror,Mystery",5.7,33335,sweet spot,True
778,8,2012-12-31,Zambezia,20000000,0,34454336,1.7227168,2012,tt1488181,Zambezia,Zambezia,83.0,"Adventure,Animation,Comedy",5.8,6010,under,False
779,11,2015-05-29,Survivor,20000000,0,1703281,0.08516405,2015,tt2215463,Survivor,Survivor,81.0,"Biography,Crime,Documentary",9.0,45,under,False
780,12,2016-11-18,The History of Love,20000000,0,476624,0.0238312,2016,tt0443533,The History of Love,The History of Love,134.0,"Drama,Romance,War",6.3,1024,over,False
781,14,2014-08-29,Dwegons and Leprechauns,20000000,0,0,0.0,2014,tt1134666,Dwegons and Leprechauns,Dwegons and Leprechauns,98.0,Animation,4.2,84,sweet spot,False
782,15,2016-07-22,Fight Valley,20000000,0,0,0.0,2016,tt4280822,Fight Valley,Fight Valley,90.0,"Action,Drama",2.7,494,under,False
783,17,2018-12-13,Bird Box,19800000,0,0,0.0,2018,tt2737304,Bird Box,Bird Box,124.0,"Drama,Horror,Sci-Fi",6.6,218063,over,True
784,19,2017-12-01,The Shape of Water,19500000,63859435,195790794,10.040553538461538,2017,tt5580390,The Shape of Water,The Shape of Water,123.0,"Adventure,Drama,Fantasy",7.3,308112,over,False
785,22,2013-08-23,The Frozen Ground,19200000,0,5617460,0.2925760416666667,2013,tt2005374,The Frozen Ground,The Frozen Ground,105.0,"Crime,Drama,Mystery",6.4,51915,sweet spot,False
786,23,2011-07-29,The Devil's Double,19100000,1361512,5965646,0.3123374869109948,2011,tt1270262,The Devil's Double,The Devil's Double,109.0,"Biography,Drama,Thriller",7.1,58342,sweet spot,False
787,27,2011-06-24,Bad Teacher,19000000,100292856,215448997,11.339420894736842,2011,tt1284575,Bad Teacher,Bad Teacher,92.0,"Comedy,Romance",5.7,181189,under,False
788,28,2016-08-12,Sausage Party,19000000,97670358,141344255,7.439171315789474,2016,tt1700841,Sausage Party,Sausage Party,89.0,"Adventure,Animation,Comedy",6.2,159111,under,False
789,41,2013-11-08,The Book Thief,19000000,21488481,76086711,4.004563736842106,2013,tt0816442,The Book Thief,The Book Thief,131.0,"Drama,War",7.6,119023,over,False
790,48,2011-03-04,Take Me Home Tonight,19000000,6928068,7576604,0.3987686315789474,2011,tt0810922,Take Me Home Tonight,Take Me Home Tonight,97.0,"Comedy,Drama,Romance",6.3,48393,sweet spot,False
791,49,2012-09-28,Won't Back Down,19000000,5310554,5745503,0.3023948947368421,2012,tt1870529,Won't Back Down,Won't Back Down,121.0,Drama,6.4,5915,over,False
792,50,2018-06-01,Action Point,19000000,5059608,5103675,0.26861447368421054,2018,tt6495770,Action Point,Action Point,85.0,Comedy,5.0,6657,under,False
793,64,2014-05-09,Neighbors,18000000,150086800,270944428,15.052468222222222,2014,tt2004420,Neighbors,Neighbors,97.0,Comedy,6.3,266020,sweet spot,False
794,77,2016-03-25,My Big Fat Greek Wedding 2,18000000,59689605,92096558,5.116475444444444,2016,tt3760922,My Big Fat Greek Wedding 2,My Big Fat Greek Wedding 2,94.0,"Comedy,Romance",6.0,25933,sweet spot,False
795,78,2015-09-11,The Perfect Guy,18000000,57027435,60278166,3.348787,2015,tt3862750,The Perfect Guy,The Perfect Guy,100.0,"Crime,Drama,Horror",5.6,8998,sweet spot,True
796,80,2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,18000000,52698535,73695194,4.094177444444444,2011,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,99.0,"Comedy,Family",6.6,23135,sweet spot,False
797,83,2011-04-08,Soul Surfer,18000000,43853424,47158652,2.6199251111111113,2011,tt1596346,Soul Surfer,Soul Surfer,112.0,"Biography,Drama,Family",7.1,41659,sweet spot,False
798,85,2018-06-29,Uncle Drew,18000000,42469946,46527161,2.5848422777777778,2018,tt7334528,Uncle Drew,Uncle Drew,103.0,"Comedy,Sport",5.7,9739,sweet spot,False
799,86,2014-10-17,Birdman or (The Unexpected Virtue of Ignorance),18000000,42340598,103215094,5.734171888888889,2014,tt2562232,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),119.0,"Comedy,Drama",7.7,519417,over,False
800,90,2013-07-26,Blue Jasmine,18000000,33404871,102912961,5.717386722222222,2013,tt2334873,Blue Jasmine,Blue Jasmine,98.0,Drama,7.3,179453,sweet spot,False
801,95,2015-08-07,Ricki and the Flash,18000000,26839498,41166033,2.2870018333333335,2015,tt3623726,Ricki and the Flash,Ricki and the Flash,101.0,"Comedy,Drama,Music",5.9,20932,sweet spot,False
802,98,2015-11-13,Love the Coopers,18000000,26302731,42227490,2.345971666666667,2015,tt2279339,Love the Coopers,Love the Coopers,107.0,"Comedy,Fantasy,Romance",5.8,18018,sweet spot,False
803,4,2017-04-28,The Circle,18000000,20497844,40651864,2.258436888888889,2017,tt2122313,The Circle,Cirkeln,144.0,"Drama,Fantasy,Horror",5.9,2396,over,True
804,9,2016-01-15,Norm of the North,18000000,17062499,30535660,1.6964255555555556,2016,tt1594972,Norm of the North,Norm of the North,90.0,"Adventure,Animation,Comedy",3.6,7951,under,False
805,11,2013-08-16,Jobs,18000000,16131410,43402515,2.4112508333333333,2013,tt2357129,Jobs,Jobs,128.0,"Biography,Drama",5.9,88788,over,False
806,14,2014-07-25,And So It Goes,18000000,15160801,17920013,0.9955562777777778,2014,tt2465146,And So It Goes,And So It Goes,94.0,"Comedy,Drama,Romance",5.8,11597,sweet spot,False
807,19,2014-01-31,Labor Day,18000000,13371528,14189810,0.7883227777777778,2014,tt1967545,Labor Day,Labor Day,111.0,"Drama,Romance",6.9,39242,sweet spot,False
808,20,2013-08-30,Getaway,18000000,10501938,11813989,0.6563327222222223,2013,tt2167202,Getaway,Getaway,90.0,"Action,Crime,Thriller",4.4,22157,under,False
809,33,2014-04-11,The Railway Man,18000000,4438438,23910210,1.328345,2014,tt2058107,The Railway Man,The Railway Man,116.0,"Biography,Drama,Romance",7.1,34586,over,False
810,35,2016-03-18,Midnight Special,18000000,3712282,7680250,0.42668055555555556,2016,tt2649554,Midnight Special,Midnight Special,112.0,"Action,Drama,Mystery",6.6,67921,sweet spot,False
811,36,2016-11-25,Miss Sloane,18000000,3500605,7719630,0.42886833333333335,2016,tt4540710,Miss Sloane,Miss Sloane,132.0,"Drama,Thriller",7.5,52788,over,False
812,37,2013-09-27,Metallica Through the Never,18000000,3419967,9082906,0.5046058888888889,2013,tt2172935,Metallica Through the Never,Metallica Through the Never,93.0,Music,7.2,15592,under,False
813,43,2013-03-01,Phantom,18000000,1034589,1199510,0.06663944444444445,2013,tt1922685,Phantom,Phantom,98.0,"Drama,History,Thriller",5.9,12786,sweet spot,False
814,50,2016-04-15,I Am Wrath,18000000,0,309608,0.017200444444444445,2016,tt3212232,I Am Wrath,I Am Wrath,92.0,"Action,Crime,Drama",5.4,11198,under,False
815,51,2014-11-14,Wolves,18000000,0,94953,0.005275166666666667,2014,tt1403241,Wolves,Wolves,91.0,"Action,Fantasy,Horror",5.3,7312,under,True
816,53,2014-08-22,The Prince,18000000,0,0,0.0,2014,tt1085492,The Prince,The Prince,93.0,"Action,Thriller",4.6,16048,under,False
817,54,2016-02-19,Forsaken,18000000,0,0,0.0,2016,tt2271563,Forsaken,Forsaken,90.0,"Action,Drama,Western",6.3,9199,under,False
818,56,2012-07-13,Red Lights,17700000,49521,14518884,0.8202759322033898,2012,tt1748179,Red Lights,Red Lights,114.0,"Drama,Fantasy,Horror",6.2,55287,sweet spot,True
819,63,2013-11-27,Black Nativity,17500000,7018188,7285135,0.4162934285714286,2013,tt1425922,Black Nativity,Black Nativity,93.0,"Drama,Family,Music",4.6,1901,under,False
820,66,2018-04-06,A Quiet Place,17000000,188024361,334522294,19.677782,2018,tt6347308,A Quiet Place,A Quiet Place,80.0,Documentary,6.6,18,under,False
821,73,2013-11-15,The Best Man Holiday,17000000,70525195,72835710,4.284453529411764,2013,tt2083355,The Best Man Holiday,The Best Man Holiday,123.0,"Comedy,Drama",6.7,13967,over,False
822,75,2012-09-28,Pitch Perfect,17000000,65001093,116044347,6.826138058823529,2012,tt1981677,Pitch Perfect,Pitch Perfect,112.0,"Comedy,Music,Romance",7.2,256565,sweet spot,False
823,77,2013-04-05,Evil Dead,17000000,54239856,97778356,5.751668,2013,tt1288558,Evil Dead,Evil Dead,91.0,"Fantasy,Horror,Thriller",6.5,146399,under,True
824,81,2016-11-11,Almost Christmas,17000000,42065185,42493506,2.499618,2016,tt4649416,Almost Christmas,Almost Christmas,111.0,"Comedy,Drama",6.1,5212,sweet spot,False
825,87,2011-03-04,Beastly,17000000,27865571,38028230,2.236954705882353,2011,tt1152398,Beastly,Beastly,86.0,"Drama,Fantasy,Romance",5.6,72599,under,False
826,4,2012-08-24,The Apparition,17000000,4936819,10637281,0.6257224117647059,2012,tt1433822,The Apparition,The Apparition,83.0,"Horror,Thriller",4.1,18112,under,True
827,10,2016-06-10,Genius,17000000,1361045,7265283,0.42736958823529414,2016,tt1703957,Genius,Genius,104.0,"Biography,Drama",6.6,15611,sweet spot,False
828,12,2015-06-26,Escobar: Paradise Lost,17000000,195792,3917679,0.23045170588235295,2015,tt2515030,Escobar: Paradise Lost,Escobar: Paradise Lost,120.0,"Crime,Drama,History",6.5,19419,over,False
829,16,2019-07-12,Crawl,17000000,0,0,0.0,2019,tt1848832,Crawl,Crawl,80.0,"Crime,Thriller",4.7,1095,under,False
830,17,2016-03-11,The Young Messiah,16800000,6469813,7313697,0.4353391071428571,2016,tt1002563,The Young Messiah,The Young Messiah,111.0,"Drama,Fantasy",5.6,2882,sweet spot,False
831,33,2012-05-25,Moonrise Kingdom,16000000,45512466,68848446,4.303027875,2012,tt1748122,Moonrise Kingdom,Moonrise Kingdom,94.0,"Adventure,Comedy,Drama",7.8,291750,sweet spot,False
832,34,2011-11-25,The Artist,16000000,44667095,128256712,8.0160445,2011,tt1655442,The Artist,The Artist,100.0,"Comedy,Drama,Romance",7.9,217184,sweet spot,False
833,39,2011-02-04,The Roommate,16000000,37300107,52545707,3.2841066875,2011,tt1265990,The Roommate,The Roommate,91.0,"Drama,Thriller",4.9,33062,under,False
834,57,2014-10-03,Left Behind,16000000,14019924,20769209,1.2980755625,2014,tt2243377,Left Behind,Left Behind,86.0,"Horror,Mystery,Thriller",6.5,33,under,True
835,60,2012-06-29,People Like Us,16000000,12431792,12617472,0.788592,2012,tt1716777,People Like Us,People Like Us,114.0,"Comedy,Drama",7.1,39618,sweet spot,False
836,65,2016-11-18,Bleed for This,16000000,5083906,6603926,0.412745375,2016,tt1620935,Bleed for This,Bleed for This,117.0,"Biography,Drama,Sport",6.8,21946,over,False
837,70,2014-11-14,The Homesman,16000000,2429989,8217571,0.5135981875,2014,tt2398231,The Homesman,The Homesman,122.0,"Drama,Western",6.6,27724,over,False
838,71,2013-04-05,Trance,16000000,2322593,22594052,1.41212825,2013,tt1111235,Trance,Trance,83.0,Horror,4.6,77,under,True
839,72,2014-05-16,The Immigrant,16000000,2013456,7585011,0.4740631875,2014,tt1951181,The Immigrant,The Immigrant,120.0,"Drama,Romance",6.6,26618,over,False
840,79,2012-11-02,Vamps,16000000,3361,94812,0.00592575,2012,tt1545106,Vamps,Vamps,92.0,"Comedy,Horror,Romance",5.2,8838,under,True
841,82,2013-12-31,Zulu,16000000,0,1844228,0.11526425,2013,tt2249221,Zulu,Zulu,110.0,"Crime,Drama,Thriller",6.7,16607,sweet spot,False
842,83,2018-12-21,Second Act,15700000,39282227,63288854,4.031137197452229,2018,tt2126357,Second Act,Second Act,103.0,"Comedy,Drama,Romance",5.8,13109,sweet spot,False
843,2,2017-08-11,Annabelle: Creation,15000000,102092201,305384865,20.358991,2017,tt5140878,Annabelle: Creation,Annabelle: Creation,109.0,"Horror,Mystery,Thriller",6.5,90402,sweet spot,True
844,6,2014-11-28,The Imitation Game,15000000,91125143,227740463,15.182697533333334,2014,tt2084970,The Imitation Game,The Imitation Game,114.0,"Biography,Drama,Thriller",8.0,620834,sweet spot,False
845,9,2013-01-18,Mama,15000000,71628180,148095566,9.873037733333334,2013,tt1805319,Mama,Mama,50.0,Drama,4.5,6,under,False
846,18,2012-02-03,The Woman in Black,15000000,54333290,128955898,8.597059866666667,2012,tt1596365,The Woman in Black,The Woman in Black,95.0,"Drama,Fantasy,Horror",6.4,165357,sweet spot,True
847,21,2018-08-10,BlacKkKlansman,15000000,49275340,93017335,6.201155666666667,2018,tt7349662,BlacKkKlansman,BlacKkKlansman,135.0,"Biography,Crime,Drama",7.5,149005,over,False
848,26,2013-02-22,Snitch,15000000,42930462,57907734,3.8605156,2013,tt0882977,Snitch,Snitch,112.0,"Action,Drama,Thriller",6.5,78142,sweet spot,False
849,28,2015-12-04,Krampus,15000000,42725475,61788393,4.1192262,2015,tt3850590,Krampus,Krampus,98.0,"Comedy,Fantasy,Horror",6.2,55400,sweet spot,True
850,29,2012-09-21,End of Watch,15000000,41003371,57586606,3.8391070666666667,2012,tt1855199,End of Watch,End of Watch,109.0,"Action,Crime,Drama",7.6,211308,sweet spot,False
851,33,2014-12-03,Wild,15000000,37880356,52460543,3.4973695333333334,2014,tt2305051,Wild,Wild,115.0,"Adventure,Biography,Drama",7.1,110138,sweet spot,False
852,35,2014-11-07,The Theory of Everything,15000000,35893537,123327692,8.221846133333333,2014,tt2980516,The Theory of Everything,The Theory of Everything,123.0,"Biography,Drama,Romance",7.7,361534,over,False
853,36,2011-09-16,Drive,15000000,35060689,81357930,5.423862,2011,tt0780504,Drive,Drive,100.0,"Crime,Drama",7.8,521495,sweet spot,False
854,39,2018-11-23,The Favourite,15000000,34366783,94113929,6.274261933333333,2018,tt5083738,The Favourite,The Favourite,119.0,"Biography,Drama,History",7.6,116011,over,False
855,50,2014-08-22,When the Game Stands Tall,15000000,30127963,30138912,2.0092608,2014,tt2247476,When the Game Stands Tall,When the Game Stands Tall,115.0,"Drama,Family,Sport",6.7,14498,sweet spot,False
856,57,2017-09-08,Home Again,15000000,27020284,37336874,2.489124933333333,2017,tt2121286,Home Again,Home Again,104.0,Drama,6.6,360,sweet spot,False
857,61,2014-08-27,The November Man,15000000,25018119,34820335,2.321355666666667,2014,tt2402157,The November Man,The November Man,108.0,"Action,Crime,Thriller",6.3,59293,sweet spot,False
858,67,2013-03-29,The Place Beyond the Pines,15000000,21403519,47011449,3.1340966,2013,tt1817273,The Place Beyond the Pines,The Place Beyond the Pines,140.0,"Crime,Drama,Thriller",7.3,226765,over,False
859,70,2016-04-29,Keanu,15000000,20591853,20688141,1.3792094,2016,tt4139124,Keanu,Keanu,100.0,"Action,Comedy,Crime",6.3,41560,sweet spot,False
860,76,2014-07-25,A Most Wanted Man,15000000,17237855,36068890,2.404592666666667,2014,tt1972571,A Most Wanted Man,A Most Wanted Man,122.0,"Crime,Drama,Thriller",6.8,67914,over,False
861,79,2012-11-02,The Man with the Iron Fists,15000000,15634090,22018988,1.4679325333333333,2012,tt1258972,The Man with the Iron Fists,The Man with the Iron Fists,95.0,Action,5.4,58185,sweet spot,False
862,81,2019-02-01,Miss Bala,15000000,14998027,15362298,1.0241532,2019,tt1911600,Miss Bala,Miss Bala,113.0,"Crime,Drama,Thriller",6.5,8092,sweet spot,False
