,Unnamed: 0,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,return_on_investment,year,movie_id,primary_title,original_title,runtime_minutes,genres,averagerating,numvotes
0,1,2,2011-05-20,Pirates of the Caribbean: On Stranger Tides,410600000,241063875,1045663875,2.546672856794934,2011,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,136.0,"Action,Adventure,Fantasy",6.6,447624
1,3,4,2015-05-01,Avengers: Age of Ultron,330600000,459005868,1403013963,4.243841388384754,2015,tt2395427,Avengers: Age of Ultron,Avengers: Age of Ultron,141.0,"Action,Adventure,Sci-Fi",7.3,665594
2,6,7,2018-04-27,Avengers: Infinity War,300000000,678815482,2048134200,6.827114,2018,tt4154756,Avengers: Infinity War,Avengers: Infinity War,149.0,"Action,Adventure,Sci-Fi",8.5,670926
3,8,9,2017-11-17,Justice League,300000000,229024295,655945209,2.18648403,2017,tt0974015,Justice League,Justice League,120.0,"Action,Adventure,Fantasy",6.5,329135
4,9,10,2015-11-06,Spectre,300000000,200074175,879620923,2.9320697433333334,2015,tt2379713,Spectre,Spectre,148.0,"Action,Adventure,Thriller",6.8,352504
5,10,11,2012-07-20,The Dark Knight Rises,275000000,448139099,1084439099,3.943414905454545,2012,tt1345836,The Dark Knight Rises,The Dark Knight Rises,164.0,"Action,Thriller",8.4,1387769
6,11,12,2018-05-25,Solo: A Star Wars Story,275000000,213767512,393151347,1.4296412618181815,2018,tt3778644,Solo: A Star Wars Story,Solo: A Star Wars Story,135.0,"Action,Adventure,Fantasy",7.0,226243
7,13,14,2012-03-09,John Carter,275000000,73058679,282778100,1.028284,2012,tt0401729,John Carter,John Carter,132.0,"Action,Adventure,Sci-Fi",6.6,241792
8,16,17,2016-05-06,Captain America: Civil War,250000000,408084349,1140069413,4.560277652,2016,tt3498820,Captain America: Civil War,Captain America: Civil War,147.0,"Action,Adventure,Sci-Fi",7.8,583507
9,17,18,2016-03-25,Batman v Superman: Dawn of Justice,250000000,330360194,867500281,3.470001124,2016,tt2975590,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,151.0,"Action,Adventure,Fantasy",6.5,576909
10,18,19,2012-12-14,The Hobbit: An Unexpected Journey,250000000,303003568,1017003568,4.068014272,2012,tt0903624,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,169.0,"Adventure,Family,Fantasy",7.9,719629
11,20,21,2013-12-13,The Hobbit: The Desolation of Smaug,250000000,258366855,960366855,3.84146742,2013,tt1170358,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,161.0,"Adventure,Fantasy",7.8,565563
12,21,22,2014-12-17,The Hobbit: The Battle of the Five Armies,250000000,255119788,945577621,3.782310484,2014,tt2310332,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,144.0,"Adventure,Fantasy",7.4,438621
13,22,23,2017-04-14,The Fate of the Furious,250000000,225764765,1234846267,4.939385068,2017,tt4630562,The Fate of the Furious,The Fate of the Furious,136.0,"Action,Crime,Thriller",6.7,179774
14,24,25,2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,172558876,788241137,3.4271353782608696,2017,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,129.0,"Action,Adventure,Fantasy",6.6,228592
15,26,27,2012-05-04,The Avengers,225000000,623279547,1517935897,6.746381764444443,2012,tt0848228,The Avengers,The Avengers,143.0,"Action,Adventure,Sci-Fi",8.1,1183655
16,28,29,2013-06-14,Man of Steel,225000000,291045518,667999518,2.968886746666666,2013,tt0770828,Man of Steel,Man of Steel,143.0,"Action,Adventure,Sci-Fi",7.1,647288
17,30,31,2012-07-03,The Amazing Spider-Man,220000000,262030663,757890267,3.4449557590909086,2012,tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,136.0,"Action,Adventure,Sci-Fi",7.0,525632
18,31,32,2012-05-18,Battleship,220000000,65233400,313477717,1.4248987136363636,2012,tt1440129,Battleship,Battleship,131.0,"Action,Adventure,Sci-Fi",5.8,225342
19,32,33,2017-06-21,Transformers: The Last Knight,217000000,130168683,602893340,2.778310322580645,2017,tt3371366,Transformers: The Last Knight,Transformers: The Last Knight,154.0,"Action,Adventure,Sci-Fi",5.2,119007
20,33,34,2015-06-12,Jurassic World,215000000,652270625,1648854864,7.669092390697673,2015,tt0369610,Jurassic World,Jurassic World,124.0,"Action,Adventure,Sci-Fi",7.0,539338
21,34,35,2012-05-25,Men in Black 3,215000000,179020854,654213485,3.042853418604651,2012,tt1409024,Men in Black 3,Men in Black 3,106.0,"Action,Adventure,Comedy",6.8,309879
22,36,37,2014-06-27,Transformers: Age of Extinction,210000000,245439076,1104039076,5.2573289333333335,2014,tt2109248,Transformers: Age of Extinction,Transformers: Age of Extinction,165.0,"Action,Adventure,Sci-Fi",5.7,283486
23,41,42,2018-02-16,Black Panther,200000000,700059566,1348258224,6.74129112,2018,tt1825683,Black Panther,Black Panther,134.0,"Action,Adventure,Sci-Fi",7.3,516148
24,43,44,2018-06-15,Incredibles 2,200000000,608581744,1242520711,6.212603555,2018,tt3606756,Incredibles 2,Incredibles 2,118.0,"Action,Adventure,Animation",7.7,203510
25,44,45,2016-12-16,Rogue One: A Star Wars Story,200000000,532177324,1049102856,5.24551428,2016,tt3748528,Rogue One: A Star Wars Story,Rogue One,133.0,"Action,Adventure,Sci-Fi",7.8,478592
26,45,46,2016-06-17,Finding Dory,200000000,486295561,1021215193,5.106075965,2016,tt2277860,Finding Dory,Finding Dory,97.0,"Adventure,Animation,Comedy",7.3,213542
27,47,48,2013-05-03,Iron Man 3,200000000,408992272,1215392272,6.07696136,2013,tt1300854,Iron Man 3,Iron Man Three,130.0,"Action,Adventure,Sci-Fi",7.2,692794
28,51,52,2012-11-08,Skyfall,200000000,304360277,1110526981,5.552634905,2012,tt1074638,Skyfall,Skyfall,143.0,"Action,Adventure,Thriller",7.8,592221
29,52,53,2013-06-21,Monsters University,200000000,268488329,743588329,3.717941645,2013,tt1453405,Monsters University,Monsters University,104.0,"Adventure,Animation,Comedy",7.3,291887
30,53,54,2013-03-08,Oz the Great and Powerful,200000000,234770996,490359051,2.451795255,2013,tt1623205,Oz the Great and Powerful,Oz the Great and Powerful,130.0,"Adventure,Family,Fantasy",6.3,192045
31,54,55,2014-05-23,X-Men: Days of Future Past,200000000,233921534,747862775,3.739313875,2014,tt1877832,X-Men: Days of Future Past,X-Men: Days of Future Past,132.0,"Action,Adventure,Sci-Fi",8.0,620079
32,55,56,2014-05-02,The Amazing Spider-Man 2,200000000,202853933,708996336,3.54498168,2014,tt1872181,The Amazing Spider-Man 2,The Amazing Spider-Man 2,142.0,"Action,Adventure,Sci-Fi",6.6,388363
33,56,57,2011-06-24,Cars 2,200000000,191450875,560155383,2.800776915,2011,tt1216475,Cars 2,Cars 2,106.0,"Adventure,Animation,Comedy",6.2,138914
34,59,60,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,200000000,159555901,652220086,3.26110043,2018,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,134.0,"Adventure,Family,Fantasy",6.6,163151
35,61,62,2011-06-17,Green Lantern,200000000,116601172,219535492,1.09767746,2011,tt1133985,Green Lantern,Green Lantern,114.0,"Action,Adventure,Sci-Fi",5.5,252281
36,63,64,2011-06-29,Transformers: Dark of the Moon,195000000,352390543,1123790543,5.763028425641027,2011,tt1399103,Transformers: Dark of the Moon,Transformers: Dark of the Moon,154.0,"Action,Adventure,Sci-Fi",6.2,366409
37,64,65,2017-06-09,The Mummy,195000000,80101125,409953905,2.102327717948718,2017,tt2345759,The Mummy,The Mummy,110.0,"Action,Adventure,Fantasy",5.5,154345
38,65,66,2013-03-01,Jack the Giant Slayer,195000000,65187603,197687603,1.0137825794871795,2013,tt1351685,Jack the Giant Slayer,Jack the Giant Slayer,114.0,"Adventure,Fantasy",6.3,123127
39,66,67,2015-04-03,Furious 7,190000000,353007020,1518722794,7.9932778631578945,2015,tt2820852,Furious 7,Furious Seven,137.0,"Action,Crime,Thriller",7.2,335074
40,67,68,2013-05-16,Star Trek Into Darkness,190000000,228778661,467381584,2.4599030736842105,2013,tt1408101,Star Trek Into Darkness,Star Trek Into Darkness,132.0,"Action,Adventure,Sci-Fi",7.7,445535
41,68,69,2013-06-21,World War Z,190000000,202359711,531514650,2.7974455263157894,2013,tt0816711,World War Z,World War Z,116.0,"Action,Adventure,Horror",7.0,553751
42,69,70,2013-05-10,The Great Gatsby,190000000,144840419,351040419,1.8475811526315788,2013,tt1343092,The Great Gatsby,The Great Gatsby,143.0,"Drama,Romance",7.3,433165
43,71,72,2013-07-12,Pacific Rim,190000000,101802906,411002906,2.1631731894736843,2013,tt1663662,Pacific Rim,Pacific Rim,131.0,"Action,Adventure,Sci-Fi",6.9,443667
44,72,73,2015-11-25,The Good Dinosaur,187500000,123087120,333771037,1.7801121973333334,2015,tt1979388,The Good Dinosaur,The Good Dinosaur,93.0,"Adventure,Animation,Comedy",6.7,91465
45,76,77,2012-06-22,Brave,185000000,237282182,554606532,2.9978731459459467,2012,tt1217209,Brave,Brave,93.0,"Adventure,Animation,Comedy",7.1,338728
46,77,78,2017-03-10,Kong: Skull Island,185000000,168052812,561072059,3.0328219405405403,2017,tt3731562,Kong: Skull Island,Kong: Skull Island,118.0,"Action,Adventure,Fantasy",6.6,237720
47,78,79,2016-07-22,Star Trek Beyond,185000000,158848340,335802233,1.8151472054054052,2016,tt2660888,Star Trek Beyond,Star Trek Beyond,122.0,"Action,Adventure,Sci-Fi",7.1,209844
48,79,80,2017-10-06,Blade Runner 2049,185000000,92054159,259357408,1.4019319351351351,2017,tt1856101,Blade Runner 2049,Blade Runner 2049,164.0,"Drama,Mystery,Sci-Fi",8.0,376241
49,80,81,2019-05-24,Aladdin,182000000,246734314,619234314,3.4023863406593406,2019,tt6139732,Aladdin,Aladdin,128.0,"Adventure,Comedy,Family",7.4,57549
50,81,82,2017-11-03,Thor: Ragnarok,180000000,315058289,846980024,4.7054445777777785,2017,tt3501632,Thor: Ragnarok,Thor: Ragnarok,130.0,"Action,Adventure,Comedy",7.9,482995
51,83,84,2014-05-30,Maleficent,180000000,241407328,758536735,4.214092972222222,2014,tt1587310,Maleficent,Maleficent,97.0,"Action,Adventure,Family",7.0,305832
52,84,85,2016-11-18,Fantastic Beasts and Where to Find Them,180000000,234037575,802402853,4.457793627777779,2016,tt3183660,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,132.0,"Adventure,Family,Fantasy",7.3,365353
53,87,88,2016-07-01,The Legend of Tarzan,180000000,126643061,348902025,1.9383445833333333,2016,tt0918940,The Legend of Tarzan,The Legend of Tarzan,110.0,"Action,Adventure,Drama",6.3,150154
54,88,89,2011-11-23,Hugo,180000000,73864507,180047784,1.0002654666666666,2011,tt0970179,Hugo,Hugo,126.0,"Adventure,Drama,Family",7.5,284869
55,89,90,2017-07-21,Valerian and the City of a Thousand Planets,180000000,40479370,215098356,1.1949908666666669,2017,tt2239822,Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,137.0,"Action,Adventure,Fantasy",6.5,139792
56,90,91,2015-02-06,Jupiter Ascending,179000000,47482519,181982519,1.0166621173184358,2015,tt1617661,Jupiter Ascending,Jupiter Ascending,127.0,"Action,Adventure,Sci-Fi",5.3,166327
57,92,93,2016-05-27,X-Men: Apocalypse,178000000,155442489,542537546,3.047963741573034,2016,tt3385516,X-Men: Apocalypse,X-Men: Apocalypse,144.0,"Action,Adventure,Sci-Fi",7.0,356556
58,93,94,2018-08-10,The Meg,178000000,145443742,529530715,2.974891657303371,2018,tt4779682,The Meg,The Meg,113.0,"Action,Horror,Sci-Fi",5.7,114042
59,94,95,2014-06-06,Edge of Tomorrow,178000000,100206256,370541256,2.0816924494382016,2014,tt1631867,Edge of Tomorrow,Edge of Tomorrow,113.0,"Action,Sci-Fi",7.9,546284
60,95,96,2019-03-08,Captain Marvel,175000000,426525952,1123061550,6.417494571428572,2019,tt4154664,Captain Marvel,Captain Marvel,123.0,"Action,Adventure,Sci-Fi",7.0,296225
61,96,97,2016-04-15,The Jungle Book,175000000,364001123,962854547,5.502025982857144,2016,tt2226178,The Jungle Book,The Jungle Book,64.0,Animation,7.0,59
62,97,98,2015-06-19,Inside Out,175000000,356461711,854235992,4.8813485257142855,2015,tt1640486,Inside Out,Inside Out,93.0,"Crime,Drama",4.6,1566
63,98,99,2017-07-07,Spider-Man: Homecoming,175000000,334201140,880166350,5.029522,2017,tt2250912,Spider-Man: Homecoming,Spider-Man: Homecoming,133.0,"Action,Adventure,Sci-Fi",7.5,426302
64,99,100,2016-08-05,Suicide Squad,175000000,325100054,746059887,4.263199354285715,2016,tt1386697,Suicide Squad,Suicide Squad,123.0,"Action,Adventure,Fantasy",6.0,533039
65,101,2,2017-11-22,Coco,175000000,209726015,798008101,4.560046291428573,2017,tt2380307,Coco,Coco,105.0,"Adventure,Animation,Comedy",8.4,277194
66,104,5,2017-06-16,Cars 3,175000000,152901115,383541369,2.1916649657142857,2017,tt3606752,Cars 3,Cars 3,102.0,"Adventure,Animation,Comedy",6.8,59408
67,112,13,2018-06-22,Jurassic World: Fallen Kingdom,170000000,417719760,1305772799,7.681016464705883,2018,tt4881806,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,128.0,"Action,Adventure,Sci-Fi",6.2,219125
68,113,14,2014-08-01,Guardians of the Galaxy,170000000,333172112,770867516,4.5345148,2014,tt2015381,Guardians of the Galaxy,Guardians of the Galaxy,121.0,"Action,Adventure,Comedy",8.1,948394
69,115,16,2014-04-04,Captain America: The Winter Soldier,170000000,259746958,714401889,4.202364052941176,2014,tt1843866,Captain America: The Winter Soldier,Captain America: The Winter Soldier,136.0,"Action,Adventure,Sci-Fi",7.8,666252
70,116,17,2014-07-11,Dawn of the Planet of the Apes,170000000,208545589,710644566,4.180262152941176,2014,tt2103281,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,130.0,"Action,Adventure,Drama",7.6,390199
71,118,19,2012-06-01,Snow White and the Huntsman,170000000,155136755,401021746,2.3589514470588235,2012,tt1735898,Snow White and the Huntsman,Snow White and the Huntsman,127.0,"Action,Adventure,Drama",6.1,258938
72,121,22,2019-03-29,Dumbo,170000000,113883318,345004422,2.0294377764705884,2019,tt3861390,Dumbo,Dumbo,112.0,"Adventure,Family,Fantasy",6.6,25072
73,122,23,2015-05-22,Tomorrowland,170000000,93436322,206627518,1.2154559882352942,2015,tt1964418,Tomorrowland,Tomorrowland,130.0,"Action,Adventure,Family",6.4,161343
74,123,24,2019-02-14,Alita: Battle Angel,170000000,85710210,402976036,2.370447270588236,2019,tt0437086,Alita: Battle Angel,Alita: Battle Angel,122.0,"Action,Adventure,Sci-Fi",7.5,88207
75,124,25,2019-05-31,Godzilla: King of the Monsters,170000000,85576941,299276941,1.7604525941176472,2019,tt3741700,Godzilla: King of the Monsters,Godzilla: King of the Monsters,132.0,"Action,Adventure,Fantasy",6.7,36479
76,125,26,2016-05-27,Alice Through the Looking Glass,170000000,77042381,276928112,1.6289888941176471,2016,tt2567026,Alice Through the Looking Glass,Alice Through the Looking Glass,113.0,"Adventure,Family,Fantasy",6.2,79951
77,127,28,2016-11-04,Doctor Strange,165000000,232641920,676404566,4.099421612121212,2016,tt1211837,Doctor Strange,Doctor Strange,115.0,"Action,Adventure,Fantasy",7.5,514510
78,128,29,2014-11-07,Big Hero 6,165000000,222527828,652127828,3.952289866666667,2014,tt2245084,Big Hero 6,Big Hero 6,102.0,"Action,Adventure,Animation",7.8,371204
79,130,31,2012-11-02,Wreck-It Ralph,165000000,189412677,496511521,3.009160733333333,2012,tt1772341,Wreck-It Ralph,Wreck-It Ralph,101.0,"Adventure,Animation,Comedy",7.7,344496
80,131,32,2014-11-05,Interstellar,165000000,188017894,666379375,4.038662878787878,2014,tt0816692,Interstellar,Interstellar,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334
81,132,33,2016-06-24,Independence Day: Resurgence,165000000,103144286,384169424,2.328299539393939,2016,tt1628841,Independence Day: Resurgence,Independence Day: Resurgence,120.0,"Action,Adventure,Sci-Fi",5.2,155344
82,134,35,2017-03-17,Beauty and the Beast,160000000,504014165,1259199706,7.8699981625,2017,tt2316801,Beauty and the Beast,La belle et la bête,112.0,"Drama,Fantasy,Romance",6.4,18100
83,135,36,2018-12-21,Aquaman,160000000,335061807,1146894640,7.168091499999999,2018,tt1477834,Aquaman,Aquaman,143.0,"Action,Adventure,Fantasy",7.1,263328
84,138,39,2015-11-20,The Hunger Games: Mockingjay - Part 2,160000000,281723902,648986787,4.05616741875,2015,tt1951266,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,137.0,"Action,Adventure,Sci-Fi",6.6,252384
85,140,41,2014-05-16,Godzilla,160000000,200676069,529076069,3.30672543125,2014,tt0831387,Godzilla,Godzilla,123.0,"Action,Adventure,Sci-Fi",6.4,350687
86,141,42,2011-06-03,X-Men: First Class,160000000,146408305,355408305,2.22130190625,2011,tt1270798,X-Men: First Class,X: First Class,131.0,"Action,Adventure,Sci-Fi",7.7,608930
87,145,46,2016-06-10,Warcraft,160000000,47225655,425522281,2.65951425625,2016,tt0803096,Warcraft,Warcraft,123.0,"Action,Adventure,Fantasy",6.9,225557
88,149,50,2018-03-23,Pacific Rim: Uprising,155000000,59874525,290930148,1.8769686967741936,2018,tt2557478,Pacific Rim: Uprising,Pacific Rim: Uprising,111.0,"Action,Adventure,Sci-Fi",5.6,89462
89,151,52,2017-07-14,War for the Planet of the Apes,152000000,146880162,489592267,3.2210017565789477,2017,tt3450958,War for the Planet of the Apes,War for the Planet of the Apes,140.0,"Action,Adventure,Drama",7.5,201943
90,154,55,2017-06-02,Wonder Woman,150000000,412563408,821133378,5.47422252,2017,tt0451279,Wonder Woman,Wonder Woman,141.0,"Action,Adventure,Fantasy",7.5,487527
91,155,56,2013-11-22,Frozen,150000000,400738009,1272469910,8.483132733333333,2013,tt1323045,Frozen,Frozen,93.0,"Adventure,Drama,Sport",6.2,62311
92,156,57,2016-03-04,Zootopia,150000000,341268248,1019429616,6.79619744,2016,tt2948356,Zootopia,Zootopia,108.0,"Adventure,Animation,Comedy",8.0,383446
93,161,62,2016-11-23,Moana,150000000,248757044,637517365,4.250115766666666,2016,tt3521164,Moana,Moana,107.0,"Adventure,Animation,Comedy",7.6,224253
94,165,66,2013-11-08,Thor: The Dark World,150000000,206362140,644602516,4.297350106666666,2013,tt1981115,Thor: The Dark World,Thor: The Dark World,112.0,"Action,Adventure,Fantasy",6.9,540996
95,168,69,2017-07-21,Dunkirk,150000000,190068280,499837368,3.33224912,2017,tt5013056,Dunkirk,Dunkirk,106.0,"Action,Drama,History",7.9,466580
96,169,70,2011-05-06,Thor,150000000,181030624,449326618,2.995510786666667,2011,tt0800369,Thor,Thor,115.0,"Action,Adventure,Fantasy",7.0,683264
97,173,74,2011-05-26,Kung Fu Panda 2,150000000,165249063,664837547,4.432250313333333,2011,tt1302011,Kung Fu Panda 2,Kung Fu Panda 2,90.0,"Action,Adventure,Animation",7.2,228465
98,174,75,2015-05-15,Mad Max: Fury Road,150000000,153636354,370098020,2.467320133333333,2015,tt1392190,Mad Max: Fury Road,Mad Max: Fury Road,120.0,"Action,Adventure,Sci-Fi",8.1,780910
99,177,78,2018-03-29,Ready Player One,150000000,137690172,579290136,3.86193424,2018,tt1677720,Ready Player One,Ready Player One,140.0,"Action,Adventure,Sci-Fi",7.5,301660
100,186,87,2012-03-30,Wrath of the Titans,150000000,83670083,305270083,2.035133886666667,2012,tt1646987,Wrath of the Titans,Wrath of the Titans,99.0,"Action,Adventure,Fantasy",5.7,172330
101,188,89,2012-05-11,Dark Shadows,150000000,79727149,238202668,1.5880177866666667,2012,tt1077368,Dark Shadows,Dark Shadows,113.0,"Comedy,Fantasy,Horror",6.2,229818
102,189,90,2013-06-28,White House Down,150000000,73103784,205440387,1.36960258,2013,tt2334879,White House Down,White House Down,131.0,"Action,Drama,Thriller",6.4,191791
103,191,92,2017-02-17,The Great Wall,150000000,45157105,334486852,2.2299123466666666,2017,tt2034800,The Great Wall,The Great Wall,103.0,"Action,Adventure,Fantasy",6.0,111602
104,192,93,2015-10-09,Pan,150000000,35088320,151525973,1.0101731533333334,2015,tt3332064,Pan,Pan,111.0,"Adventure,Comedy,Family",5.8,55867
105,196,97,2012-06-08,Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271,5.151181179310345,2012,tt1277953,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,93.0,"Adventure,Animation,Comedy",6.8,146858
106,198,99,2014-06-13,How to Train Your Dragon 2,145000000,177002924,614586270,4.238526,2014,tt1646971,How to Train Your Dragon 2,How to Train Your Dragon 2,102.0,"Action,Adventure,Animation",7.8,278205
107,200,1,2014-03-07,Mr. Peabody & Sherman,145000000,111506430,269806430,1.860734,2014,tt0864835,Mr. Peabody & Sherman,Mr. Peabody & Sherman,92.0,"Adventure,Animation,Comedy",6.8,57277
108,201,2,2012-11-21,Rise of the Guardians,145000000,103412758,306900902,2.1165579448275857,2012,tt1446192,Rise of the Guardians,Rise of the Guardians,97.0,"Action,Adventure,Animation",7.3,145281
109,203,4,2016-07-15,Ghostbusters,144000000,128350574,229008658,1.5903379027777778,2016,tt1289401,Ghostbusters,Ghostbusters,116.0,"Action,Comedy,Fantasy",5.2,186788
110,209,10,2011-07-22,Captain America: The First Avenger,140000000,176654505,370569776,2.6469269714285715,2011,tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,124.0,"Action,Adventure,Sci-Fi",6.9,668137
111,210,11,2016-01-29,Kung Fu Panda 3,140000000,143528619,517599142,3.697136728571429,2016,tt2267968,Kung Fu Panda 3,Kung Fu Panda 3,95.0,"Action,Adventure,Animation",7.1,116166
112,212,13,2013-03-27,G.I. Joe: Retaliation,140000000,122523060,375740705,2.6838621785714287,2013,tt1583421,G.I. Joe: Retaliation,G.I. Joe: Retaliation,110.0,"Action,Adventure,Sci-Fi",5.8,165536
113,215,16,2014-12-12,Exodus: Gods and Kings,140000000,65014513,268314513,1.9165322357142855,2014,tt1528100,Exodus: Gods and Kings,Exodus: Gods and Kings,150.0,"Action,Adventure,Drama",6.0,150858
114,216,17,2016-07-01,The BFG,140000000,55483770,199646680,1.4260477142857142,2016,tt3691740,The BFG,The BFG,117.0,"Adventure,Family,Fantasy",6.4,69340
115,225,26,2013-03-22,The Croods,135000000,187168425,573068425,4.244951296296296,2013,tt0481499,The Croods,The Croods,98.0,"Action,Adventure,Animation",7.2,176699
116,226,27,2015-12-25,The Revenant,135000000,183637894,532938302,3.9476911259259264,2015,tt1663202,The Revenant,The Revenant,156.0,"Action,Adventure,Biography",8.0,621193
117,228,29,2011-03-04,Rango,135000000,123477607,245724600,1.820182222222222,2011,tt1192628,Rango,Rango,107.0,"Adventure,Animation,Comedy",7.2,215761
118,230,31,2013-07-17,Turbo,135000000,83028130,286896578,2.1251598370370366,2013,tt1860353,Turbo,Turbo,96.0,"Adventure,Animation,Comedy",6.4,74639
119,231,32,2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,245328374,1.8172472148148149,2016,tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows,112.0,"Action,Adventure,Comedy",6.0,77234
120,232,33,2011-11-18,Happy Feet Two,135000000,64006466,157956466,1.1700478962962964,2011,tt1402488,Happy Feet Two,Happy Feet Two,100.0,"Adventure,Animation,Comedy",5.9,38396
121,234,35,2018-11-02,The Nutcracker and the Four Realms,132900000,54858851,170293899,1.2813686907449209,2018,tt5523010,The Nutcracker and the Four Realms,The Nutcracker and the Four Realms,99.0,"Adventure,Family,Fantasy",5.5,18734
122,236,37,2014-11-26,Penguins of Madagascar,132000000,83350911,366942531,2.7798676590909093,2014,tt1911658,Penguins of Madagascar,Penguins of Madagascar,92.0,"Adventure,Animation,Comedy",6.7,72551
123,237,38,2013-11-22,The Hunger Games: Catching Fire,130000000,424668047,864868047,6.652831130769231,2013,tt1951264,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,146.0,"Action,Adventure,Sci-Fi",7.5,575455
124,240,41,2018-07-06,Ant-Man and the Wasp,130000000,216648740,623144660,4.793420461538462,2018,tt5095030,Ant-Man and the Wasp,Ant-Man and the Wasp,118.0,"Action,Adventure,Comedy",7.1,244024
125,242,43,2015-07-17,Ant-Man,130000000,180202163,518858449,3.9912188384615375,2015,tt0478970,Ant-Man,Ant-Man,117.0,"Action,Adventure,Comedy",7.3,501213
126,243,44,2015-03-27,Home,130000000,177397510,385997896,2.969214584615385,2015,tt2075392,Home,Yurt,76.0,Drama,6.0,96
127,244,45,2018-12-19,Mary Poppins Returns,130000000,171958438,341528518,2.627142446153846,2018,tt5028340,Mary Poppins Returns,Mary Poppins Returns,130.0,"Comedy,Family,Fantasy",6.9,52103
128,245,46,2011-10-28,Puss in Boots,130000000,149260504,554987477,4.269134438461538,2011,tt0448694,Puss in Boots,Puss in Boots,90.0,"Action,Adventure,Animation",6.6,133355
129,248,49,2014-04-11,Rio 2,130000000,131538435,492846291,3.791125315384616,2014,tt2357291,Rio 2,Rio 2,101.0,"Adventure,Animation,Comedy",6.3,72209
130,250,51,2014-03-28,Noah,130000000,101200044,352831065,2.7140851153846155,2014,tt1091821,Noah,Noah,,Animation,5.6,223
131,251,52,2011-12-21,The Adventures of Tintin,130000000,77591831,373993951,2.8768765461538464,2011,tt0983193,The Adventures of Tintin,The Adventures of Tintin,107.0,"Action,Adventure,Animation",7.3,202430
132,252,53,2013-05-31,After Earth,130000000,60522097,251499665,1.934612807692308,2013,tt1815862,After Earth,After Earth,100.0,"Action,Adventure,Drama",4.8,181687
133,255,56,2019-02-22,How to Train Your Dragon: The Hidden World,129000000,160791800,519258283,4.025258007751938,2019,tt2386490,How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,104.0,"Action,Adventure,Animation",7.6,60769
134,258,59,2017-03-03,Logan,127000000,226277068,615461394,4.846152708661418,2017,tt1483010,Logan,Logan,94.0,"Comedy,Drama,Family",6.2,252
135,259,60,2014-12-19,Night at the Museum: Secret of the Tomb,127000000,113746621,353756621,2.7854852047244094,2014,tt2692250,Night at the Museum: Secret of the Tomb,Night at the Museum: Secret of the Tomb,98.0,"Adventure,Comedy,Family",6.2,93103
136,261,62,2014-11-21,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,6.132601048,2014,tt1951265,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,123.0,"Action,Adventure,Sci-Fi",6.6,379050
137,266,67,2011-04-29,Fast Five,125000000,210031325,630163454,5.041307632,2011,tt1596343,Fast Five,Fast Five,130.0,"Action,Crime,Thriller",7.3,329892
138,267,68,2014-08-08,Teenage Mutant Ninja Turtles,125000000,191204754,485004754,3.880038032,2014,tt1291150,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,101.0,"Action,Adventure,Comedy",5.8,192220
139,268,69,2011-12-16,Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443,4.285307544,2011,tt1515091,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,129.0,"Action,Adventure,Crime",7.5,394189
140,270,71,2017-03-31,The Boss Baby,125000000,175003033,510878762,4.087030096,2017,tt3874544,The Boss Baby,The Boss Baby,97.0,"Adventure,Animation,Comedy",6.3,93730
141,272,73,2016-11-04,Trolls,125000000,153707064,344150134,2.753201072,2016,tt1679335,Trolls,Trolls,92.0,"Adventure,Animation,Comedy",6.5,63295
