,Unnamed: 0,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,return_on_investment,year,movie_id,primary_title,original_title,runtime_minutes,genres,averagerating,numvotes
865,4417,18,2012-09-14,Barfi,4600000,2804874,36751984,7.989561739130435,2012,tt3099638,Barfi,Barfi,105.0,"Comedy,Romance",6.5,114
866,4431,32,2016-03-25,The Lobster,4500000,9196278,18019834,4.004407555555557,2016,tt3464902,The Lobster,The Lobster,119.0,"Comedy,Drama,Romance",7.1,182622
867,4452,53,2013-03-01,The Sweeney,4500000,26345,8000366,1.7778591111111108,2013,tt0857190,The Sweeney,The Sweeney,112.0,"Action,Crime,Drama",6.1,18095
868,4480,81,2015-01-23,The Boy Next Door,4000000,36006065,53401938,13.3504845,2015,tt3181822,The Boy Next Door,The Boy Next Door,91.0,"Horror,Thriller",4.7,34816
869,4484,85,2014-07-11,Boyhood,4000000,25379975,57273049,14.31826225,2014,tt1065073,Boyhood,Boyhood,165.0,Drama,7.9,315584
870,4488,89,2014-04-18,A Haunted House 2,4000000,17329487,21206861,5.30171525,2014,tt2828996,A Haunted House 2,A Haunted House 2,86.0,"Comedy,Fantasy",4.7,18085
871,4489,90,2013-03-01,The Last Exorcism Part II,4000000,15179303,25448707,6.36217675,2013,tt2034139,The Last Exorcism Part II,The Last Exorcism Part II,88.0,"Drama,Horror,Thriller",4.0,15124
872,4497,98,2016-05-13,The Darkness,4000000,10753574,10898293,2.72457325,2016,tt1878841,The Darkness,The Darkness,92.0,"Horror,Thriller",4.4,12435
873,4517,18,2012-08-24,Samsara,4000000,2672413,5966671,1.49166775,2012,tt0770802,Samsara,Samsara,102.0,"Documentary,Music",8.5,29725
874,4524,25,2012-10-17,Holy Motors,4000000,641054,4230426,1.0576065000000001,2012,tt2076220,Holy Motors,Holy Motors,115.0,"Drama,Fantasy",7.1,36874
875,4590,91,2018-04-13,Truth or Dare,3500000,41411015,95127344,27.179241142857148,2018,tt2125681,Truth or Dare,Truth or Dare,85.0,"Horror,Romance,Thriller",6.0,14
876,4593,94,2016-02-19,The Witch,3500000,25138705,40454520,11.558434285714286,2016,tt4263482,The Witch,The VVitch: A New-England Folktale,92.0,"Horror,Mystery",6.8,154278
877,4594,95,2018-02-02,Winchester,3500000,25091816,44378040,12.67944,2018,tt1072748,Winchester,Winchester,99.0,"Biography,Drama,Fantasy",5.4,24351
878,4596,97,2013-02-22,Dark Skies,3500000,17418667,27704111,7.915460285714285,2013,tt2387433,Dark Skies,Dark Skies,97.0,"Horror,Sci-Fi,Thriller",6.3,65754
879,4597,98,2018-01-19,Forever My Girl,3500000,16376066,16376066,4.678876,2018,tt4103724,Forever My Girl,Forever My Girl,108.0,"Drama,Music,Romance",6.7,10316
880,4610,11,2018-05-18,First Reformed,3500000,3448256,3874772,1.1070777142857142,2018,tt6053438,First Reformed,First Reformed,113.0,"Drama,Mystery,Thriller",7.1,33542
881,4636,37,2011-10-21,Margin Call,3400000,5353586,20433227,6.0097726470588215,2011,tt1615147,Margin Call,Margin Call,107.0,"Drama,Thriller",7.1,107264
882,4642,43,2014-10-10,Whiplash,3300000,13092006,38969037,11.80879909090909,2014,tt2582802,Whiplash,Whiplash,106.0,"Drama,Music",8.5,616916
883,4653,54,2018-07-06,Sorry to Bother You,3200000,17493096,18285560,5.7142375,2018,tt5688932,Sorry to Bother You,Sorry to Bother You,111.0,"Comedy,Fantasy,Sci-Fi",7.0,40290
884,4656,57,2011-06-03,Beginners,3200000,5790894,14314407,4.4732521875,2011,tt1532503,Beginners,Beginners,105.0,"Comedy,Drama,Romance",7.2,83770
885,4657,58,2016-04-22,The Meddler,3200000,4267219,5526942,1.727169375,2016,tt4501454,The Meddler,The Meddler,103.0,"Comedy,Drama,Romance",6.3,10629
886,4665,66,2015-08-28,War Room,3000000,67790117,73975239,24.658413,2015,tt3832914,War Room,War Room,120.0,Drama,6.5,11716
887,4666,67,2013-06-07,The Purge,3000000,64473115,91266581,30.422193666666665,2013,tt2184339,The Purge,The Purge,85.0,"Horror,Thriller",5.7,183549
888,4668,69,2012-10-12,Sinister,3000000,48086903,87727807,29.24260233333333,2012,tt1922777,Sinister,Sinister,110.0,"Horror,Mystery,Thriller",6.8,198345
889,4688,89,2018-06-01,Upgrade,3000000,11977130,16553285,5.517761666666668,2018,tt6499752,Upgrade,Upgrade,100.0,"Action,Sci-Fi,Thriller",7.6,104978
890,4698,99,2013-05-24,Before Midnight,3000000,8110621,23251930,7.750643333333333,2013,tt2209418,Before Midnight,Before Midnight,109.0,"Drama,Romance",7.9,123107
891,4702,3,2017-10-27,Let There Be Light,3000000,7233471,7241309,2.4137696666666666,2017,tt5804314,Let There Be Light,Let There Be Light,100.0,Drama,4.8,2179
892,4709,10,2016-06-24,Swiss Army Man,3000000,4210454,5837111,1.9457036666666667,2016,tt4034354,Swiss Army Man,Swiss Army Man,97.0,"Adventure,Comedy,Drama",7.0,91736
893,4713,14,2013-05-17,Frances Ha,3000000,4067398,11262769,3.754256333333333,2013,tt2347569,Frances Ha,Frances Ha,86.0,"Comedy,Drama,Romance",7.4,60026
894,4720,21,2016-04-22,Compadres,3000000,3127773,7445044,2.4816813333333334,2016,tt3367294,Compadres,Compadres,101.0,"Action,Comedy,Crime",4.7,876
895,4728,29,2017-05-12,The Wall,3000000,1803064,4495262,1.4984206666666666,2017,tt1455256,The Wall,The Wall,78.0,Documentary,9.2,8
896,4734,35,2012-09-07,Bachelorette,3000000,446770,12577401,4.192467,2012,tt1920849,Bachelorette,Bachelorette,87.0,"Comedy,Romance",5.3,43131
897,4755,56,2017-10-10,Demonic,3000000,0,4668109,1.5560363333333334,2017,tt1841642,Demonic,Demonic,83.0,"Horror,Thriller",5.3,12025
898,4792,93,2018-10-26,Indivisible,2700000,3511417,3588305,1.3290018518518518,2018,tt5147828,Indivisible,Indivisible,78.0,Documentary,7.2,10
899,4794,95,2015-12-31,Sardaar Ji,2700000,0,8200000,3.037037037037037,2015,tt4080386,Sardaar Ji,Sardaar Ji,141.0,"Comedy,Fantasy,Horror",6.5,1182
900,4802,3,2014-05-02,Ida,2600000,3827060,15298355,5.8839826923076926,2014,tt2718492,Ida,Ida,82.0,Drama,7.4,46819
901,4811,12,2013-01-11,A Haunted House,2500000,40041683,59922558,23.9690232,2013,tt2243537,A Haunted House,A Haunted House,86.0,"Comedy,Fantasy",5.1,40308
902,4813,14,2013-07-03,Kevin Hart: Let Me Explain,2500000,32244051,32327255,12.930902,2013,tt2609912,Kevin Hart: Let Me Explain,Kevin Hart: Let Me Explain,75.0,"Comedy,Documentary",6.8,7880
903,4821,22,2013-08-02,The Spectacular Now,2500000,6852971,6916951,2.7667804,2013,tt1714206,The Spectacular Now,The Spectacular Now,95.0,"Comedy,Drama,Romance",7.1,133887
904,4824,25,2016-06-24,Hunt for the Wilderpeople,2500000,5205471,23845533,9.5382132,2016,tt4698684,Hunt for the Wilderpeople,Hunt for the Wilderpeople,101.0,"Adventure,Comedy,Drama",7.9,87532
905,4825,26,2012-08-17,Robot & Frank,2500000,3317468,4934356,1.9737424,2012,tt1990314,Robot & Frank,Robot & Frank,89.0,"Comedy,Crime,Drama",7.1,59229
906,4859,60,2015-03-20,Do You Believe?,2300000,12985600,14304931,6.2195352173913045,2015,tt4056738,Do You Believe?,Do You Believe?,120.0,Drama,6.1,6462
907,4886,87,2011-09-30,Courageous,2000000,34522221,35185884,17.592942,2011,tt1630036,Courageous,Courageous,129.0,Drama,7.0,17586
908,4893,94,2015-03-13,It Follows,2000000,14674077,23250755,11.625377499999999,2015,tt3235888,It Follows,It Follows,100.0,"Horror,Mystery",6.9,182839
909,4894,95,2018-07-13,Eighth Grade,2000000,13539710,14341016,7.170508,2018,tt7014006,Eighth Grade,Eighth Grade,93.0,"Comedy,Drama",7.5,43256
910,4896,97,2012-03-09,Silent House,2000000,12739737,16610760,8.30538,2012,tt1767382,Silent House,Silent House,86.0,"Drama,Horror,Mystery",5.3,20831
911,4899,100,2016-04-08,Hardcore Henry,2000000,9252038,17187434,8.593717,2016,tt3072482,Hardcore Henry,Hardcore Henry,96.0,"Action,Adventure,Sci-Fi",6.7,78226
912,4908,9,2014-10-10,Meet the Mormons,2000000,6047363,6049171,3.0245855,2014,tt4003774,Meet the Mormons,Meet the Mormons,78.0,Documentary,6.9,1897
913,4910,11,2017-10-06,The Florida Project,2000000,5904366,11295324,5.647662,2017,tt5649144,The Florida Project,The Florida Project,111.0,Drama,7.6,72193
914,4911,12,2017-08-25,All Saints,2000000,5802208,5941994,2.970997,2017,tt4663548,All Saints,All Saints,108.0,Drama,6.0,1220
915,4919,20,2015-08-28,We Are Your Friends,2000000,3591417,10153415,5.0767074999999995,2015,tt3787590,We Are Your Friends,We Are Your Friends,96.0,"Drama,Music,Romance",6.2,32327
916,4922,23,2015-09-18,Captive,2000000,2583301,2791973,1.3959865,2015,tt1699745,Captive,Captive,120.0,"Drama,Thriller",6.0,674
917,4924,25,2018-06-08,Hearts Beat Loud,2000000,2386254,2420962,1.210481,2018,tt7158430,Hearts Beat Loud,Hearts Beat Loud,97.0,"Comedy,Drama,Music",6.9,6543
918,4925,26,2017-01-20,The Resurrection of Gavin Stone,2000000,2303792,2303792,1.1518959999999998,2017,tt4902904,The Resurrection of Gavin Stone,The Resurrection of Gavin Stone,91.0,"Comedy,Drama,Family",6.2,1562
919,4934,35,2015-08-07,The Diary of a Teenage Girl,2000000,1477002,2279959,1.1399795,2015,tt3172532,The Diary of a Teenage Girl,The Diary of a Teenage Girl,102.0,"Comedy,Drama,Romance",6.9,27003
920,4936,37,2014-04-25,Locke,2000000,1370646,2088390,1.044195,2014,tt2692904,Locke,Locke,85.0,Drama,7.1,120703
921,4940,41,2014-11-28,The Babadook,2000000,950792,7482387,3.7411934999999996,2014,tt2321549,The Babadook,The Babadook,94.0,"Drama,Horror",6.8,171411
922,4959,60,2015-04-07,Lost River,2000000,45431,2009644,1.0048219999999999,2015,tt2366608,Lost River,Lost River,95.0,"Drama,Fantasy,Mystery",5.8,15667
923,4961,62,2015-10-09,Knock Knock,2000000,36336,6328516,3.1642580000000002,2015,tt3605418,Knock Knock,Knock Knock,99.0,"Drama,Thriller",4.9,68328
924,4975,76,2011-09-09,Grave Encounters,2000000,0,2151887,1.0759435,2011,tt1703199,Grave Encounters,Grave Encounters,92.0,Horror,6.1,48125
925,5008,9,2011-06-03,Submarine,1900000,467602,4581937,2.411545789473684,2011,tt1440292,Submarine,Submarine,97.0,"Comedy,Drama,Romance",7.3,79810
926,5010,11,2013-02-08,ABCD (Any Body Can Dance),1900000,222098,10137234,5.3353863157894725,2013,tt2321163,ABCD (Any Body Can Dance),ABCD (Any Body Can Dance),160.0,"Drama,Music",6.4,5695
927,5017,18,2012-06-27,Beasts of the Southern Wild,1800000,12795746,23265132,12.925073333333335,2012,tt2125435,Beasts of the Southern Wild,Beasts of the Southern Wild,93.0,"Adventure,Drama,Fantasy",7.3,77440
928,5041,42,2014-02-28,The Lunchbox,1700000,4231500,12231500,7.195,2014,tt2350496,The Lunchbox,Dabba,104.0,"Drama,Romance",7.8,42618
929,5042,43,2013-10-04,Grace Unplugged,1700000,2507159,2507159,1.474799411764706,2013,tt2349460,Grace Unplugged,Grace Unplugged,102.0,"Drama,Music",6.2,3006
930,5062,63,2011-04-01,Insidious,1500000,54009150,99870886,66.58059066666667,2011,tt1591095,Insidious,Insidious,103.0,"Horror,Mystery,Thriller",6.9,254197
931,5063,64,2016-10-21,Moonlight,1500000,27854931,65245512,43.497008,2016,tt4975722,Moonlight,Moonlight,111.0,Drama,7.4,227964
932,5069,70,2018-03-23,Unsane,1500000,7690044,14244931,9.496620666666667,2018,tt7153766,Unsane,Unsane,98.0,"Drama,Horror,Mystery",6.4,32049
933,5076,77,2013-07-26,The To Do List,1500000,3491669,4128828,2.752552,2013,tt1758795,The To Do List,The To Do List,104.0,"Comedy,Romance",5.8,34524
934,5077,78,2013-02-01,The Gatekeepers,1500000,2408553,2592308,1.7282053333333334,2013,tt2309788,The Gatekeepers,The Gatekeepers,101.0,"Documentary,History,War",7.6,5214
935,5083,84,2013-04-19,The Lords of Salem,1500000,1165881,1541131,1.0274206666666668,2013,tt1731697,The Lords of Salem,The Lords of Salem,101.0,"Horror,Thriller",5.1,25089
936,5120,21,2015-11-20,Mustang,1400000,845464,5552584,3.966131428571429,2015,tt3966404,Mustang,Mustang,97.0,Drama,7.6,30899
937,5122,23,2014-10-03,La chambre bleue,1400000,260441,1945420,1.3895857142857142,2014,tt4586720,La chambre bleue,La chambre bleue,48.0,Documentary,6.2,6
938,5150,51,2014-10-17,Dear White People,1250000,4404154,5403771,4.3230167999999995,2014,tt2235108,Dear White People,Dear White People,108.0,"Comedy,Drama,Romance",6.1,23321
939,5151,52,2013-04-19,Filly Brown,1250000,2850357,2940411,2.3523287999999996,2013,tt1869425,Filly Brown,Filly Brown,80.0,"Drama,Music",5.7,1003
940,5165,66,2013-04-19,Home Run,1200000,2859955,2859955,2.3832958333333334,2013,tt1669617,Home Run,Home Run,82.0,"Drama,Family,Sport",4.2,66
941,5211,12,2012-01-06,The Devil Inside,1000000,53262945,101759490,101.75949,2012,tt1560985,The Devil Inside,The Devil Inside,83.0,Horror,4.2,33522
942,5213,14,2015-04-17,Unfriended,1000000,32789645,64364198,64.364198,2015,tt3713166,Unfriended,Unfriended,83.0,"Horror,Mystery,Thriller",5.6,62043
943,5216,17,2013-08-23,You're Next,1000000,18494006,26887177,26.887177,2013,tt1853739,You're Next,You're Next,95.0,"Action,Comedy,Horror",6.6,79451
944,5217,18,2012-05-25,Chernobyl Diaries,1000000,18119640,42411721,42.411721,2012,tt1991245,Chernobyl Diaries,Chernobyl Diaries,86.0,"Horror,Mystery,Thriller",5.0,60304
945,5228,29,2018-07-20,Unfriended: Dark Web,1000000,8866745,16434588,16.434588,2018,tt4761916,Unfriended: Dark Web,Unfriended: Dark Web,92.0,"Crime,Horror,Mystery",5.9,13822
946,5230,31,2015-09-25,The Green Inferno,1000000,7192291,12931420,12.93142,2015,tt2403021,The Green Inferno,The Green Inferno,100.0,"Adventure,Horror",5.3,33239
947,5231,32,2017-02-03,I Am Not Your Negro,1000000,7123919,9617402,9.617402,2017,tt5804038,I Am Not Your Negro,I Am Not Your Negro,93.0,Documentary,7.8,13948
948,5232,33,2012-10-19,The Sessions,1000000,6002451,11495204,11.495204,2012,tt1866249,The Sessions,The Sessions,95.0,"Biography,Comedy,Drama",7.2,39731
949,5234,35,2012-03-23,October Baby,1000000,5355847,5391992,5.391992,2012,tt1720182,October Baby,October Baby,107.0,Drama,6.8,6903
950,5235,36,2014-09-12,The Skeleton Twins,1000000,5284309,5797192,5.797192,2014,tt1571249,The Skeleton Twins,The Skeleton Twins,93.0,"Comedy,Drama,Romance",6.8,36793
951,5240,41,2014-06-06,Obvious Child,1000000,3122616,3324070,3.32407,2014,tt2910274,Obvious Child,Obvious Child,84.0,"Comedy,Drama,Romance",6.8,21536
952,5241,42,2011-10-21,Martha Marcy May Marlene,1000000,2981038,5438911,5.438911,2011,tt1441326,Martha Marcy May Marlene,Martha Marcy May Marlene,102.0,"Drama,Mystery,Thriller",6.9,45873
953,5255,56,2017-08-18,Patti Cake$,1000000,800148,1471090,1.47109,2017,tt6288250,Patti Cake$,Patti Cake$,109.0,"Drama,Music",6.7,8581
954,5257,58,2014-05-09,Palo Alto,1000000,767732,1156309,1.156309,2014,tt2479800,Palo Alto,Palo Alto,100.0,Drama,6.2,25402
955,5261,62,2011-07-29,The Future,1000000,568662,1239174,1.239174,2011,tt1235170,The Future,The Future,91.0,"Drama,Fantasy,Romance",6.2,7648
956,5265,66,2013-07-19,The Act of Killing,1000000,486919,1227316,1.227316,2013,tt2375605,The Act of Killing,The Act of Killing,117.0,"Crime,Documentary",8.2,31115
957,5334,35,2017-05-12,Lowriders,916000,6179955,6188421,6.755918122270742,2017,tt1366338,Lowriders,Lowriders,98.0,"Adventure,Crime,Drama",5.7,1954
958,5337,38,2013-07-12,Fruitvale Station,900000,16098998,17549645,19.499605555555554,2013,tt2334649,Fruitvale Station,Fruitvale Station,85.0,"Biography,Drama,Romance",7.5,68187
959,5338,39,2016-04-01,Meet the Blacks,900000,9097072,9097072,10.107857777777776,2016,tt4191580,Meet the Blacks,Meet the Blacks,94.0,"Comedy,Horror",5.9,34669
960,5340,41,2011-08-26,Circumstance,900000,454121,958978,1.0655311111111112,2011,tt1684628,Circumstance,Circumstance,107.0,Drama,5.9,7055
961,5374,75,2011-09-09,Kevin Hart: Laugh at My Pain,750000,7706436,7712436,10.283248,2011,tt1999192,Kevin Hart: Laugh at My Pain,Kevin Hart: Laugh at My Pain,89.0,"Comedy,Documentary",7.4,5081
962,5376,77,2012-06-08,Safety Not Guaranteed,750000,4010957,4422318,5.896424,2012,tt1862079,Safety Not Guaranteed,Safety Not Guaranteed,86.0,"Comedy,Drama,Romance",7.0,111907
963,5377,78,2012-02-03,The Innkeepers,750000,78396,1011535,1.3487133333333334,2012,tt1594562,The Innkeepers,The Innkeepers,101.0,"Drama,Horror,Mystery",5.5,31089
964,5392,93,2017-08-04,Columbus,700000,1017107,1110511,1.5864442857142858,2017,tt5203734,Columbus,Columbus,127.0,Comedy,7.3,42
965,5438,39,2011-07-08,Sholem Aleichem: Laughing in the Darkness,500000,1131261,1131261,2.262522,2011,tt1976608,Sholem Aleichem: Laughing in the Darkness,Sholem Aleichem: Laughing in the Darkness,93.0,Documentary,6.8,157
966,5454,55,2011-04-01,Rubber,500000,100370,680914,1.361828,2011,tt1612774,Rubber,Rubber,82.0,"Comedy,Fantasy,Horror",5.8,31316
967,5506,7,2014-04-25,Blue Ruin,420000,258384,437002,1.0404809523809524,2014,tt2359024,Blue Ruin,Blue Ruin,90.0,"Crime,Drama,Thriller",7.1,58811
968,5558,59,2014-10-31,All You Need Is Love,300000,0,3565259,11.884196666666664,2014,tt2704210,All You Need Is Love,All You Need Is Love,90.0,Documentary,6.8,9
969,5567,68,2012-08-17,Compliance,270000,319285,830700,3.0766666666666667,2012,tt1971352,Compliance,Compliance,90.0,"Biography,Crime,Drama",6.4,28703
970,5571,72,2017-04-28,Sleight,250000,3930990,3934450,15.7378,2017,tt4573516,Sleight,Sleight,89.0,"Action,Drama,Sci-Fi",5.9,7074
971,5573,74,2011-10-28,Like Crazy,250000,3395391,3728400,14.9136,2011,tt1758692,Like Crazy,Like Crazy,86.0,"Drama,Romance",6.7,55841
972,5609,10,2012-07-20,Burn,225000,1109276,1109276,4.930115555555554,2012,tt1781784,Burn,Burn,86.0,Documentary,7.5,663
973,5617,18,2011-02-25,The Grace Card,200000,2430735,2430735,12.153675,2011,tt1544600,The Grace Card,The Grace Card,101.0,Drama,6.6,2488
974,5620,21,2015-06-19,The Overnight,200000,1109808,1165996,5.82998,2015,tt0326592,The Overnight,The Overnight,88.0,,7.5,24
975,5622,23,2012-10-12,Middle of Nowhere,200000,236806,236806,1.18403,2012,tt1211890,Middle of Nowhere,Middle of Nowhere,97.0,Drama,6.4,1406
976,5642,43,2011-09-23,Weekend,190000,484592,1577585,8.303078947368421,2011,tt1714210,Weekend,Weekend,97.0,"Drama,Romance",7.6,25424
977,5647,48,2011-07-22,Another Earth,175000,1321194,2102779,12.015880000000001,2011,tt1549572,Another Earth,Another Earth,92.0,"Drama,Romance,Sci-Fi",7.0,85839
978,5667,68,2012-04-27,Sound of My Voice,135000,408015,429448,3.181096296296296,2012,tt1748207,Sound of My Voice,Sound of My Voice,85.0,"Drama,Mystery,Sci-Fi",6.6,19387
979,5672,73,2012-06-15,Your Sister's Sister,120000,1597486,3090593,25.75494166666667,2012,tt1742336,Your Sister's Sister,Your Sister's Sister,90.0,"Comedy,Drama",6.7,24780
980,5679,80,2015-07-10,The Gallows,100000,22764410,41656474,416.56474,2015,tt2309260,The Gallows,The Gallows,81.0,"Horror,Mystery,Thriller",4.2,17763
981,5685,86,2017-07-07,A Ghost Story,100000,1594798,2769782,27.69782,2017,tt6265828,A Ghost Story,A Ghost Story,92.0,"Drama,Fantasy,Romance",6.8,46280
982,5737,38,2016-03-18,Krisha,30000,144822,144822,4.8274,2016,tt4266638,Krisha,Krisha,83.0,Drama,7.2,5917
983,5748,49,2015-09-01,Exeter,25000,0,489792,19.59168,2015,tt1945044,Exeter,Exeter,91.0,"Horror,Mystery,Thriller",4.5,5156
